game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d2,greedy,A,17,14,4.394791001,0.395192400,25,25,25,25
1,expectimax_d2,greedy,A,21,14,4.169886600,0.365843800,25,25,25,25
2,expectimax_d2,greedy,A,22,10,4.088421699,0.413734100,25,25,25,25
