game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,greedy,rule,B,31,76,1.103243200,0.435772100,50,50
1,greedy,rule,B,41,63,0.701171100,0.430774301,50,50
2,greedy,rule,B,36,71,0.689444000,0.305917500,50,50
3,greedy,rule,B,41,68,0.824191700,0.441365200,50,50
4,greedy,rule,B,33,74,0.912763699,0.451525100,50,50
5,greedy,rule,B,34,65,0.814694700,0.481726000,50,50
6,greedy,rule,B,47,64,0.684135900,0.457594400,50,50
7,greedy,rule,B,40,66,0.707775400,0.452551700,50,50
