game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,rule,B,12,30,14.267313900,0.180116600,25,25
1,expectimax,rule,B,16,35,19.308393200,0.233944600,25,25
2,expectimax,rule,B,19,30,12.983899500,0.099388900,25,25
