game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,expectimax_d2,B,39,83,4.347450800,3.742019900,24,24,25,25
1,mcts,expectimax_d2,B,38,87,3.828937400,2.854183400,24,23,25,25
2,mcts,expectimax_d2,draw,63,63,4.301394600,4.094744600,25,25,25,25
