game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,expectimax_d3,A,77,57,0.374618800,30.034813800,25,25,25,25
1,greedy,expectimax_d3,B,36,110,0.346590000,38.108310900,25,25,25,25
2,greedy,expectimax_d3,A,92,39,0.336294300,35.696708500,25,25,25,25
