game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,greedy,B,0,124,0.000091400,0.223399100,25,25,25,25
1,random,greedy,B,10,113,0.000089700,0.174483400,25,25,25,25
2,random,greedy,B,10,112,0.000075500,0.262969600,25,25,25,25
