game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,expectimax_d3,B,31,42,0.365293100,21.958200700,21,21,22,22
1,greedy,expectimax_d3,B,15,45,0.281026700,16.267130100,14,14,15,15
2,greedy,expectimax_d3,A,41,18,0.129782900,8.847831100,15,14,15,14
