game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,greedy,B,30,44,0.134227300,0.213860099,17,17,17,17
1,rule,greedy,B,23,42,0.136848000,0.218151200,14,14,15,15
2,rule,greedy,B,20,41,0.106384900,0.216090000,13,13,13,13
