game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,greedy,A,42,22,2.351555400,0.100105600,16,15,17,16
1,mcts,greedy,A,41,32,3.070951300,0.177290000,19,18,21,20
2,mcts,greedy,A,42,15,2.896786500,0.253033800,18,17,18,17
