game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,rule,A,42,34,3.248201500,0.115342900,19,18,19,18
1,mcts,rule,A,42,15,2.349928600,0.081805100,13,12,14,13
2,mcts,rule,A,41,16,2.975290900,0.055609500,16,15,16,15
