game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,greedy,A,41,29,2.974823700,0.122322600,24,24,25,25
1,mcts,greedy,A,49,33,3.450676300,0.285331900,25,25,25,25
2,mcts,greedy,A,32,29,3.081284600,0.242037500,23,23,25,25
