game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,expectimax_d3,B,8,38,0.000064800,15.417218400,21,21,25,25
1,random,expectimax_d3,B,13,46,0.000081500,16.450114500,25,25,25,25
2,random,expectimax_d3,B,11,44,0.000083400,16.342505800,22,22,25,25
