game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,expectimax_d2,A,12,0,3.551714600,0.513769700,3,2,3,2
1,expectimax_d3,expectimax_d2,B,4,11,1.469096900,0.190977400,2,2,2,2
2,expectimax_d3,expectimax_d2,B,4,11,3.468584500,0.279635200,3,3,3,3
