game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,expectimax_d2,B,0,12,0.000009700,0.619002500,3,3,3,3
1,random,expectimax_d2,A,11,8,0.000013500,0.467339600,4,3,4,3
2,random,expectimax_d2,B,0,11,0.001286000,0.609816400,4,4,4,4
