game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,greedy,B,0,12,0.000011700,0.059950500,3,3,3,3
1,random,greedy,B,7,12,0.000019500,0.042974300,5,5,5,5
2,random,greedy,B,0,11,0.000011900,0.077464400,4,4,4,4
