game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,rule,A,69,45,3.713846600,0.137841300,25,25,25,25
1,mcts,rule,A,80,37,3.758326300,0.141440400,24,24,25,25
2,mcts,rule,A,74,36,3.641445200,0.094057600,25,25,25,25
