game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,mcts,A,43,38,16.322040200,3.352336600,23,23,25,25
1,expectimax_d3,mcts,B,47,59,20.090092100,3.586350200,24,24,25,25
2,expectimax_d3,mcts,A,58,33,14.531951100,3.283167800,23,23,25,25
