game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d2,greedy,B,35,59,2.318135200,0.237274400,23,24,25,25
1,expectimax_d2,greedy,draw,48,48,3.127179800,0.249423800,24,24,25,25
2,expectimax_d2,greedy,A,57,45,2.778226000,0.247960600,25,25,25,25
