game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,mcts,B,12,25,13.220441700,4.653034200,25,25
1,expectimax,mcts,B,6,27,12.491257500,4.732490200,25,25
2,expectimax,mcts,B,15,22,12.113088900,4.673572700,25,25
