game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,rule,A,61,46,12.548758100,0.191184900,25,25
1,expectimax,rule,A,3,0,0.388834200,0.003706500,3,2
2,expectimax,rule,A,15,5,2.441759300,0.033821900,7,7
