game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,mcts,expectimax,draw,3,3,0.406716500,2.236586700,5,4
1,mcts,expectimax,draw,0,0,0.024035000,0.142198400,1,1
2,mcts,expectimax,draw,0,0,0.227376700,1.035632400,4,4
