game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,expectimax_d3,A,57,30,4.121731500,32.267298400,24,24,25,25
1,mcts,expectimax_d3,B,31,70,4.357959800,26.840802200,24,24,25,25
2,mcts,expectimax_d3,B,33,68,4.595654400,24.608677100,24,24,25,25
