game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,random,A,96,7,24.534994000,0.000093000,24,24,25,25
1,expectimax_d3,random,A,93,4,28.372551400,0.000082600,23,23,25,25
2,expectimax_d3,random,A,74,21,19.819438500,0.000080100,24,24,25,25
