game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,rule,A,64,48,4.799415200,0.229142500,25,25,25,25
1,mcts,rule,A,58,46,4.524964800,0.134290300,24,24,25,25
2,mcts,rule,B,32,65,3.418685800,0.208311100,23,23,25,25
