game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,mcts,B,4,71,0.000062200,4.304898100,23,23,25,25
1,random,mcts,B,15,65,0.000067700,3.431672000,22,22,25,25
2,random,mcts,B,12,64,0.000071500,3.516030800,24,24,25,25
