game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,random,A,72,12,4.911977800,0.000081500,24,24,25,25
1,mcts,random,A,69,14,3.494833200,0.000085000,23,23,25,25
2,mcts,random,A,55,0,2.516851500,0.000056500,21,21,25,25
