game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,random,A,94,9,0.294015400,0.000098000,24,24,25,25
1,rule,random,A,97,12,0.154344600,0.000086700,25,25,25,25
2,rule,random,A,69,18,0.153412900,0.000102300,24,24,25,25
