game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b,mode,pair
2,greedy,expectimax_d2,A,76,32,0.4698308,4.7716396,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d2
0,greedy,expectimax_d3,B,43,44,0.4948495,32.505609,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3
1,greedy,expectimax_d3,B,28,73,0.7316389,37.184357601,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3
2,greedy,expectimax_d3,A,58,54,0.3698494,28.0647224,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3
0,greedy,mcts,A,61,27,0.3549341,5.0432212,23,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts
1,greedy,mcts,B,24,79,0.4540437,5.9577486,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts
2,greedy,mcts,A,67,44,0.2623343,5.4315752,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts
0,greedy,random,A,76,1,0.2939448,9.27e-05,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_random
1,greedy,random,A,87,3,0.2370412,9.89e-05,23,23,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_random
2,greedy,random,A,76,9,0.2297138,9.3e-05,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_random
0,greedy,rule,B,59,60,0.6329487,0.4176989,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_rule
1,greedy,rule,A,73,37,0.5314985,0.3086173,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_rule
2,greedy,rule,B,57,60,0.343284,0.2189926,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,greedy_rule
0,mcts,expectimax_d2,B,39,48,4.4065386,4.0520359,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2
1,mcts,expectimax_d2,A,66,44,3.7690901,2.5577302,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2
2,mcts,expectimax_d2,B,34,55,2.8084217,2.0520464,22,22,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2
0,mcts,expectimax_d3,A,57,30,4.1217315,32.2672984,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3
1,mcts,expectimax_d3,B,31,70,4.3579598,26.8408022,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3
2,mcts,expectimax_d3,B,33,68,4.5956544,24.6086771,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3
0,mcts,greedy,B,40,51,5.1386701,0.4375589,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy
1,mcts,greedy,B,47,59,4.4443856,0.2130767,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy
2,mcts,greedy,A,60,57,5.2363507,0.3270235,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy
0,mcts,random,A,72,12,4.9119778,8.15e-05,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_random
1,mcts,random,A,69,14,3.4948332,8.5e-05,23,23,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_random
2,mcts,random,A,55,0,2.5168515,5.65e-05,21,21,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_random
0,mcts,rule,A,64,48,4.7994152,0.2291425,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_rule
1,mcts,rule,A,58,46,4.5249648,0.1342903,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_rule
2,mcts,rule,B,32,65,3.4186858,0.2083111,23,23,25,25,reduced_board_bottleneck_7x7_fixed_r2,mcts_rule
0,random,expectimax_d2,B,10,85,9.38e-05,2.9464982,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2
1,random,expectimax_d2,B,6,84,8.53e-05,2.6781741,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2
2,random,expectimax_d2,B,2,94,8.77e-05,2.3144151,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2
0,random,expectimax_d3,B,13,87,9.07e-05,30.5499342,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3
1,random,expectimax_d3,B,9,88,0.0001059,24.1244566,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3
2,random,expectimax_d3,B,12,69,8.21e-05,23.5639801,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3
0,random,greedy,B,10,90,9.27e-05,0.384772,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_greedy
1,random,greedy,B,9,79,9.21e-05,0.205883,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_greedy
2,random,greedy,B,19,79,8.14e-05,0.2610872,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_greedy
0,random,mcts,B,4,71,6.22e-05,4.3048981,23,23,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_mcts
1,random,mcts,B,15,65,6.77e-05,3.431672,22,22,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_mcts
2,random,mcts,B,12,64,7.15e-05,3.5160308,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_mcts
0,random,rule,B,18,87,8.72e-05,0.3056655,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_rule
1,random,rule,B,6,72,7.97e-05,0.1762566,22,22,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_rule
2,random,rule,B,12,75,0.0001024,0.1777406,24,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,random_rule
0,rule,expectimax_d2,B,55,56,0.2773364,4.6197137,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2
1,rule,expectimax_d2,A,63,42,0.2629097,4.9276925,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2
2,rule,expectimax_d2,B,62,65,0.252095,3.8721555,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2
0,rule,expectimax_d3,B,39,82,0.280097,32.9083932,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3
1,rule,expectimax_d3,A,83,36,0.3353721,40.969906501,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3
2,rule,expectimax_d3,B,48,66,0.1732036,27.7498705,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3
0,rule,greedy,B,33,79,0.331423,0.548226,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_greedy
1,rule,greedy,B,45,84,0.3818635,0.5394083,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_greedy
2,rule,greedy,B,43,73,0.1755514,0.27976,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_greedy
0,rule,mcts,B,42,69,0.21093,5.4807544,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_mcts
1,rule,mcts,A,51,49,0.3005316,5.4077303,23,23,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_mcts
2,rule,mcts,B,57,66,0.3514256,4.8458088,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_mcts
0,rule,random,A,94,9,0.2940154,9.8e-05,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_random
1,rule,random,A,97,12,0.1543446,8.67e-05,25,25,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_random
2,rule,random,A,69,18,0.1534129,0.0001023,24,24,25,25,reduced_board_bottleneck_7x7_fixed_r2,rule_random
0,expectimax_d2,expectimax_d3,B,30,40,2.9575352,22.9129989,18,18,19,19,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_expectimax_d3
1,expectimax_d2,expectimax_d3,B,36,41,2.9450882,18.2659286,17,17,18,18,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_expectimax_d3
2,expectimax_d2,expectimax_d3,A,41,18,1.2797039,8.8506962,15,14,15,14,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,greedy,B,18,40,2.3286608,0.2078674,17,17,18,18,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_greedy
1,expectimax_d2,greedy,A,41,24,3.0002599,0.2242919,17,16,18,17,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_greedy
2,expectimax_d2,greedy,A,43,27,2.6439561,0.276150499,18,17,18,17,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_greedy
0,expectimax_d2,mcts,A,42,12,3.1068938,3.490755,18,18,20,19,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_mcts
1,expectimax_d2,mcts,B,18,42,2.150495,2.5097797,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_mcts
2,expectimax_d2,mcts,A,42,32,3.0553927,3.9472428,29,28,32,31,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_mcts
0,expectimax_d2,random,A,40,3,1.8887213,6.56e-05,18,17,19,18,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_random
1,expectimax_d2,random,A,43,1,1.2155299,4.51e-05,13,12,14,13,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_random
2,expectimax_d2,random,A,41,9,1.3496326,5.28e-05,15,14,16,15,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_random
0,expectimax_d2,rule,B,29,41,3.5331315,0.2051039,19,19,19,19,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_rule
1,expectimax_d2,rule,A,42,22,2.5984453,0.1232707,17,16,18,17,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_rule
2,expectimax_d2,rule,B,36,41,2.9150717,0.1507871,22,22,22,22,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,B,30,40,25.221207,3.506075,20,20,21,21,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_expectimax_d2
1,expectimax_d3,expectimax_d2,A,40,18,18.0593058,2.6515608,15,14,16,15,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_expectimax_d2
2,expectimax_d3,expectimax_d2,A,40,36,20.1343372,3.1894945,22,21,22,21,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_expectimax_d2
0,expectimax_d3,greedy,B,35,42,24.140879101,0.2099879,20,20,20,20,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_greedy
1,expectimax_d3,greedy,A,42,21,17.9853016,0.2333038,16,15,17,16,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_greedy
2,expectimax_d3,greedy,B,24,42,20.3973971,0.2828113,18,18,19,19,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_greedy
0,expectimax_d3,mcts,B,34,42,24.276953,3.7386389,20,21,22,22,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_mcts
1,expectimax_d3,mcts,B,15,45,23.0859151,2.5451892,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_mcts
2,expectimax_d3,mcts,B,27,42,18.0265114,3.5226011,22,22,23,23,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_mcts
0,expectimax_d3,random,A,40,3,9.926136,4.79e-05,13,12,14,13,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_random
1,expectimax_d3,random,A,43,3,8.3260766,4.76e-05,13,12,15,14,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_random
2,expectimax_d3,random,A,45,4,8.0602158,5.22e-05,15,14,16,15,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_random
0,expectimax_d3,rule,A,42,33,22.3145233,0.1216631,21,20,21,20,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_rule
1,expectimax_d3,rule,A,42,22,17.453868,0.1308258,17,16,18,17,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_rule
2,expectimax_d3,rule,A,41,38,18.5484916,0.1945306,19,18,19,18,reduced_board_bottleneck_7x7_goal40_r2,expectimax_d3_rule
0,greedy,expectimax_d2,A,41,33,0.2887098,2.9946055,21,20,22,21,reduced_board_bottleneck_7x7_goal40_r2,greedy_expectimax_d2
1,greedy,expectimax_d2,A,42,26,0.3558288,2.8308402,16,15,17,16,reduced_board_bottleneck_7x7_goal40_r2,greedy_expectimax_d2
2,greedy,expectimax_d2,A,43,23,0.1814042,1.4776094,17,16,17,16,reduced_board_bottleneck_7x7_goal40_r2,greedy_expectimax_d2
0,greedy,expectimax_d3,B,31,42,0.3652931,21.9582007,21,21,22,22,reduced_board_bottleneck_7x7_goal40_r2,greedy_expectimax_d3
1,greedy,expectimax_d3,B,15,45,0.2810267,16.2671301,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,greedy_expectimax_d3
2,greedy,expectimax_d3,A,41,18,0.1297829,8.8478311,15,14,15,14,reduced_board_bottleneck_7x7_goal40_r2,greedy_expectimax_d3
0,greedy,mcts,A,42,12,0.2349254,3.3701033,18,18,20,19,reduced_board_bottleneck_7x7_goal40_r2,greedy_mcts
1,greedy,mcts,B,18,42,0.1998365,2.5629477,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,greedy_mcts
2,greedy,mcts,B,33,40,0.1479417,2.9609949,19,19,19,19,reduced_board_bottleneck_7x7_goal40_r2,greedy_mcts
0,greedy,random,A,40,0,0.1225496,4.93e-05,16,15,17,16,reduced_board_bottleneck_7x7_goal40_r2,greedy_random
1,greedy,random,A,42,2,0.0824726,3.55e-05,13,12,14,13,reduced_board_bottleneck_7x7_goal40_r2,greedy_random
2,greedy,random,A,45,9,0.0731778,4.51e-05,16,15,16,15,reduced_board_bottleneck_7x7_goal40_r2,greedy_random
0,greedy,rule,B,35,42,0.2737209,0.216667,19,19,19,19,reduced_board_bottleneck_7x7_goal40_r2,greedy_rule
1,greedy,rule,A,40,9,0.1880011,0.0805859,13,12,14,13,reduced_board_bottleneck_7x7_goal40_r2,greedy_rule
2,greedy,rule,B,24,40,0.1387867,0.0631262,14,14,14,14,reduced_board_bottleneck_7x7_goal40_r2,greedy_rule
0,mcts,expectimax_d2,B,36,40,3.9907622,3.5681261,21,21,22,22,reduced_board_bottleneck_7x7_goal40_r2,mcts_expectimax_d2
1,mcts,expectimax_d2,B,39,40,2.9678574,2.4860379,18,18,20,20,reduced_board_bottleneck_7x7_goal40_r2,mcts_expectimax_d2
2,mcts,expectimax_d2,B,18,43,2.1584714,1.1715779,15,15,16,16,reduced_board_bottleneck_7x7_goal40_r2,mcts_expectimax_d2
0,mcts,expectimax_d3,B,36,40,4.5089724,34.5284912,21,21,22,22,reduced_board_bottleneck_7x7_goal40_r2,mcts_expectimax_d3
1,mcts,expectimax_d3,B,36,42,3.7924572,25.1814726,22,22,24,24,reduced_board_bottleneck_7x7_goal40_r2,mcts_expectimax_d3
2,mcts,expectimax_d3,B,24,42,3.1389182,13.9930649,17,17,18,18,reduced_board_bottleneck_7x7_goal40_r2,mcts_expectimax_d3
0,mcts,greedy,B,36,40,4.3537636,0.416697,21,21,22,22,reduced_board_bottleneck_7x7_goal40_r2,mcts_greedy
1,mcts,greedy,B,33,40,2.6398592,0.2100633,19,19,21,21,reduced_board_bottleneck_7x7_goal40_r2,mcts_greedy
2,mcts,greedy,B,28,42,2.635572,0.1684937,15,15,15,15,reduced_board_bottleneck_7x7_goal40_r2,mcts_greedy
0,mcts,random,A,42,9,2.9707502,3.9e-05,17,16,18,17,reduced_board_bottleneck_7x7_goal40_r2,mcts_random
1,mcts,random,A,42,3,2.0519851,3.64e-05,14,13,16,15,reduced_board_bottleneck_7x7_goal40_r2,mcts_random
2,mcts,random,A,41,0,1.7390093,4.05e-05,16,15,19,18,reduced_board_bottleneck_7x7_goal40_r2,mcts_random
0,mcts,rule,A,42,25,2.7283923,0.1341001,17,16,17,16,reduced_board_bottleneck_7x7_goal40_r2,mcts_rule
1,mcts,rule,A,40,24,2.7680811,0.0728322,17,16,18,17,reduced_board_bottleneck_7x7_goal40_r2,mcts_rule
2,mcts,rule,B,24,42,2.2770596,0.1256054,17,17,19,19,reduced_board_bottleneck_7x7_goal40_r2,mcts_rule
0,random,expectimax_d2,B,3,42,4.69e-05,1.7814136,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,random_expectimax_d2
1,random,expectimax_d2,B,3,42,5.93e-05,0.9782635,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,random_expectimax_d2
2,random,expectimax_d2,B,1,40,5.46e-05,1.2692058,13,13,14,14,reduced_board_bottleneck_7x7_goal40_r2,random_expectimax_d2
0,random,expectimax_d3,B,3,40,5.22e-05,10.2718921,13,13,14,14,reduced_board_bottleneck_7x7_goal40_r2,random_expectimax_d3
1,random,expectimax_d3,B,3,42,4.72e-05,6.8476904,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,random_expectimax_d3
2,random,expectimax_d3,B,9,42,5.28e-05,12.1901487,18,18,18,18,reduced_board_bottleneck_7x7_goal40_r2,random_expectimax_d3
0,random,greedy,B,7,41,5.07e-05,0.091922,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,random_greedy
1,random,greedy,B,3,42,5.06e-05,0.0725611,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,random_greedy
2,random,greedy,B,18,45,5.44e-05,0.1259451,17,17,17,17,reduced_board_bottleneck_7x7_goal40_r2,random_greedy
0,random,mcts,B,3,45,3.56e-05,2.346563,15,15,16,16,reduced_board_bottleneck_7x7_goal40_r2,random_mcts
1,random,mcts,B,7,40,5.79e-05,2.1921676,18,18,21,21,reduced_board_bottleneck_7x7_goal40_r2,random_mcts
2,random,mcts,B,9,45,0.0003204,2.0085974,19,19,20,20,reduced_board_bottleneck_7x7_goal40_r2,random_mcts
0,random,rule,B,15,46,4.68e-05,0.1158815,15,15,16,16,reduced_board_bottleneck_7x7_goal40_r2,random_rule
1,random,rule,B,1,45,4.24e-05,0.0750239,14,14,17,17,reduced_board_bottleneck_7x7_goal40_r2,random_rule
2,random,rule,B,6,42,3.84e-05,0.0572425,15,15,15,15,reduced_board_bottleneck_7x7_goal40_r2,random_rule
0,rule,expectimax_d2,B,30,40,0.1348182,2.4897248,17,17,17,17,reduced_board_bottleneck_7x7_goal40_r2,rule_expectimax_d2
1,rule,expectimax_d2,A,42,20,0.1348176,2.9716547,18,17,18,17,reduced_board_bottleneck_7x7_goal40_r2,rule_expectimax_d2
2,rule,expectimax_d2,B,20,41,0.0700169,1.2803425,13,13,13,13,reduced_board_bottleneck_7x7_goal40_r2,rule_expectimax_d2
0,rule,expectimax_d3,B,25,42,0.1043609,14.9988275,16,16,16,16,reduced_board_bottleneck_7x7_goal40_r2,rule_expectimax_d3
1,rule,expectimax_d3,A,43,21,0.1195856,18.7104075,15,14,15,14,reduced_board_bottleneck_7x7_goal40_r2,rule_expectimax_d3
2,rule,expectimax_d3,B,17,43,0.0750387,8.7356403,13,13,14,14,reduced_board_bottleneck_7x7_goal40_r2,rule_expectimax_d3
0,rule,greedy,B,30,44,0.1342273,0.213860099,17,17,17,17,reduced_board_bottleneck_7x7_goal40_r2,rule_greedy
1,rule,greedy,B,23,42,0.136848,0.2181512,14,14,15,15,reduced_board_bottleneck_7x7_goal40_r2,rule_greedy
2,rule,greedy,B,20,41,0.1063849,0.21609,13,13,13,13,reduced_board_bottleneck_7x7_goal40_r2,rule_greedy
0,rule,mcts,A,42,34,0.2086512,3.724529699,19,18,20,19,reduced_board_bottleneck_7x7_goal40_r2,rule_mcts
1,rule,mcts,A,42,15,0.0995736,2.7469833,14,13,15,14,reduced_board_bottleneck_7x7_goal40_r2,rule_mcts
2,rule,mcts,B,28,43,0.1240468,2.0995934,15,15,16,16,reduced_board_bottleneck_7x7_goal40_r2,rule_mcts
0,rule,random,A,40,3,0.0992655,3.98e-05,12,11,13,12,reduced_board_bottleneck_7x7_goal40_r2,rule_random
1,rule,random,A,42,9,0.0387237,4.13e-05,14,13,14,13,reduced_board_bottleneck_7x7_goal40_r2,rule_random
2,rule,random,A,42,15,0.0855987,6.41e-05,15,14,15,14,reduced_board_bottleneck_7x7_goal40_r2,rule_random
0,expectimax_d2,expectimax_d3,A,67,63,7.4407736,48.6199787,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_expectimax_d3
1,expectimax_d2,expectimax_d3,B,35,107,7.238593701,55.537511601,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_expectimax_d3
2,expectimax_d2,expectimax_d3,A,85,53,6.7576013,52.5897281,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,greedy,A,67,63,8.0544714,0.6795372,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_greedy
1,expectimax_d2,greedy,B,52,77,6.8806349,0.5553808,24,24,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_greedy
2,expectimax_d2,greedy,A,67,63,6.6188287,0.638791499,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_greedy
0,expectimax_d2,mcts,A,77,56,6.9988198,5.4418236,24,24,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_mcts
1,expectimax_d2,mcts,B,48,81,7.0771514,6.321566,24,24,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_mcts
2,expectimax_d2,mcts,A,65,61,5.8278099,6.356797,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_mcts
0,expectimax_d2,random,A,124,4,5.4887014,0.0001049,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_random
1,expectimax_d2,random,A,123,7,5.5300344,0.0001012,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_random
2,expectimax_d2,random,A,97,14,4.5959468,9.71e-05,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_random
0,expectimax_d2,rule,B,67,75,6.8818035,0.2131257,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_rule
1,expectimax_d2,rule,A,68,57,7.9609088,0.181952,24,24,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_rule
2,expectimax_d2,rule,A,73,63,7.1939137,0.2436417,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,A,70,69,49.6937042,7.3246872,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_expectimax_d2
1,expectimax_d3,expectimax_d2,B,71,75,40.0548547,6.5677671,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_expectimax_d2
2,expectimax_d3,expectimax_d2,A,69,62,39.1973579,5.3786471,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_expectimax_d2
0,expectimax_d3,greedy,B,54,77,49.0655408,0.5065058,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_greedy
1,expectimax_d3,greedy,A,75,67,42.4870136,0.5416739,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_greedy
2,expectimax_d3,greedy,A,69,62,36.3138837,0.5094488,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_greedy
0,expectimax_d3,mcts,A,65,64,46.757942501,5.0182295,24,24,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_mcts
1,expectimax_d3,mcts,A,75,67,41.8131628,5.5694918,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_mcts
2,expectimax_d3,mcts,B,57,81,34.4456493,5.5382582,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_mcts
0,expectimax_d3,random,A,117,8,41.5446244,0.0001981,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_random
1,expectimax_d3,random,A,120,18,38.5412043,0.0001024,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_random
2,expectimax_d3,random,A,114,10,27.2808076,9.7e-05,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_random
0,expectimax_d3,rule,A,75,63,48.088217,0.1993202,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_rule
1,expectimax_d3,rule,B,68,78,42.3299061,0.1279313,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_rule
2,expectimax_d3,rule,A,76,63,33.9466463,0.1697583,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,expectimax_d3_rule
0,greedy,expectimax_d2,B,63,67,0.8064857,7.6369485,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_expectimax_d2
1,greedy,expectimax_d2,B,71,75,0.5682963,7.8726945,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_expectimax_d2
2,greedy,expectimax_d2,A,80,46,0.7016845,6.9270674,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_expectimax_d2
0,greedy,expectimax_d3,A,67,64,0.6669876,55.340467301,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_expectimax_d3
1,greedy,expectimax_d3,B,71,75,0.627859,55.3663306,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_expectimax_d3
2,greedy,expectimax_d3,A,89,42,0.642466,49.6140424,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_expectimax_d3
0,greedy,mcts,A,84,45,0.7240616,6.9362945,24,24,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_mcts
1,greedy,mcts,B,64,75,0.410432,6.0895301,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_mcts
2,greedy,mcts,A,85,38,0.4843798,6.5111408,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_mcts
0,greedy,random,A,127,4,0.5443593,0.0001003,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_random
1,greedy,random,A,123,7,0.4081057,8.6199e-05,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_random
2,greedy,random,A,103,8,0.759588,0.0001076,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_random
0,greedy,rule,B,58,77,0.6979746,0.255313501,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_rule
1,greedy,rule,A,95,51,0.5910529,0.1443481,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_rule
2,greedy,rule,A,85,47,0.7354124,0.2446778,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,greedy_rule
0,mcts,expectimax_d2,B,59,68,5.4871658,5.8409244,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,mcts_expectimax_d2
1,mcts,expectimax_d2,A,74,55,6.1385974,5.3399626,24,24,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,mcts_expectimax_d2
2,mcts,expectimax_d2,B,51,75,6.2107322,5.9483984,25,25,25,25,reduced_board_inner_ring_center_7x7_fixed_r2,mcts_expectimax_d2
