game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,rule,random,A,9,0,0.044369000,0.000021200,4,4
1,rule,random,A,215,24,0.600050100,0.000729901,50,50
2,rule,random,A,42,15,0.076576800,0.000092400,15,14
3,rule,random,draw,0,0,0.002005300,0.000000000,1,0
4,rule,random,A,66,5,0.076959700,0.000070200,18,18
5,rule,random,A,64,4,0.106331600,0.000067100,18,16
6,rule,random,A,131,25,0.332159999,0.000151399,42,42
7,rule,random,A,192,15,0.387595300,0.000224600,50,50
