game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,expectimax_d3,B,7,37,0.000095000,26.296800000,25,25,25,25
1,random,expectimax_d3,B,2,49,0.000101200,33.723543800,25,25,25,25
2,random,expectimax_d3,B,6,41,0.000089800,27.334669500,25,25,25,25
