game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,expectimax_d2,B,25,28,0.284616100,7.403101900,25,25,25,25
1,rule,expectimax_d2,A,39,15,0.158319700,4.109768600,25,25,25,25
2,rule,expectimax_d2,A,39,15,0.223035000,4.192572800,25,25,25,25
