game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d2,random,A,46,4,2.126801700,0.000087100,25,25,25,25
1,expectimax_d2,random,A,45,2,2.583132700,0.000099200,25,25,25,25
2,expectimax_d2,random,A,34,5,3.093039800,0.000088300,25,25,25,25
