game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,rule,greedy,A,46,26,0.291844600,0.537542000,50,50
1,rule,greedy,A,56,16,0.257223400,0.471859800,50,50
2,rule,greedy,A,58,10,0.327055000,0.601602200,50,50
3,rule,greedy,A,58,8,0.256553400,0.532697100,50,50
4,rule,greedy,A,59,10,0.283011400,0.513850600,50,50
5,rule,greedy,A,59,10,0.256673400,0.392461700,50,50
6,rule,greedy,A,56,11,0.356957800,0.555586300,50,50
7,rule,greedy,A,62,7,0.300646200,0.547555300,50,50
