game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,rule,B,13,18,4.005216800,0.066109000,15,15
1,expectimax,rule,B,13,19,4.491203300,0.079785100,15,15
2,expectimax,rule,B,10,22,4.146294700,0.078445300,15,15
