game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,greedy,B,9,15,0.024318700,0.038784400,8,8,8,8
1,rule,greedy,B,3,12,0.008593400,0.012980400,5,5,5,5
2,rule,greedy,B,6,12,0.016887800,0.028448000,5,5,5,5
