game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,rule,B,7,41,0.366671300,0.157460000,25,25,25,25
1,greedy,rule,B,20,33,0.394883600,0.217955800,25,25,25,25
2,greedy,rule,B,14,32,0.286932300,0.143953100,25,25,25,25
