game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,greedy,A,35,17,0.129007800,0.225648300,25,25,25,25
1,rule,greedy,A,38,9,0.195104100,0.407246801,25,25,25,25
2,rule,greedy,A,31,14,0.149071400,0.352647800,25,25,25,25
