game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,rule,B,2,47,0.000081900,0.110249301,25,25,25,25
1,random,rule,B,8,41,0.000081300,0.113724600,25,25,25,25
2,random,rule,B,3,41,0.000073600,0.127591400,24,24,25,25
