game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,greedy,B,13,25,0.000083900,0.184977400,25,25,25,25
1,random,greedy,B,4,40,0.000089000,0.213963800,25,25,25,25
2,random,greedy,B,5,25,0.000076400,0.294432200,24,24,25,25
