game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,expectimax_d3,B,0,11,0.000020300,5.858856000,8,8,8,8
1,random,expectimax_d3,B,1,10,0.000009300,1.954708100,4,4,4,4
2,random,expectimax_d3,B,0,12,0.000021100,5.676692700,8,8,8,8
