game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,greedy,B,1,11,0.000015500,0.030148500,6,6,6,6
1,random,greedy,B,1,11,0.000012500,0.018355600,5,5,5,5
2,random,greedy,B,0,11,0.000019500,0.039134100,7,7,7,7
