game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,expectimax,mcts,draw,0,0,0.757558900,0.072187900,3,2
1,expectimax,mcts,B,6,8,2.117291900,0.693344600,7,6
2,expectimax,mcts,draw,0,0,0.128043500,0.000000000,1,0
