game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,rule,mcts,B,12,16,0.009927800,0.508452400,8,11
1,rule,mcts,A,53,31,0.039900400,3.155729000,25,25
2,rule,mcts,draw,0,0,0.000422200,0.000000000,1,0
