game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,mcts,expectimax,draw,0,0,0.127505400,0.452792600,3,2
1,mcts,expectimax,B,25,55,3.077274200,10.311117600,25,25
2,mcts,expectimax,draw,0,0,0.014657200,0.000000000,1,0
