game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,mcts,A,44,4,11.167214400,1.317076700,9,8,9,8
1,expectimax_d3,mcts,B,25,45,15.909925600,2.554354800,14,14,14,14
2,expectimax_d3,mcts,A,44,38,15.565767800,2.570878500,15,14,15,14
