game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,greedy,random,A,44,0,0.120562700,0.000026900,8,7,8,7
1,greedy,random,A,41,7,0.091621800,0.000025700,9,8,9,8
2,greedy,random,A,40,0,0.214126200,0.000040500,10,9,10,9
