game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,greedy,B,25,42,0.050276000,0.171884900,14,14,14,14
1,rule,greedy,A,42,21,0.054630400,0.147726500,11,10,11,10
2,rule,greedy,B,30,41,0.061800100,0.211938400,13,13,13,13
