game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,expectimax_d2,B,37,45,25.943265400,3.223396900,15,15,15,15
1,expectimax_d3,expectimax_d2,B,27,43,22.137411400,2.144341600,14,14,15,15
2,expectimax_d3,expectimax_d2,A,41,38,16.895434000,2.054571700,15,14,15,14
