game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,expectimax_d2,B,0,12,0.000016800,0.856663500,6,6,7,7
1,random,expectimax_d2,B,3,12,0.000016600,0.301976500,6,6,7,7
2,random,expectimax_d2,B,0,14,0.000020400,0.972096500,7,7,8,8
