game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,expectimax_d3,rule,A,12,6,5.762382000,0.024063900,8,7,8,7
1,expectimax_d3,rule,A,12,6,5.224782000,0.026485400,7,6,8,7
2,expectimax_d3,rule,A,12,6,4.814089900,0.013427900,7,6,7,6
