game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,rule,random,A,12,0,0.023524800,0.000008600,3,2,3,2
1,rule,random,A,11,0,0.002689100,0.000006800,2,1,2,1
2,rule,random,A,12,3,0.022353500,0.000056300,4,3,4,3
