game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,mcts,expectimax,A,70,39,4.085797400,14.309903800,25,25
1,mcts,expectimax,A,58,37,3.873953800,11.688271900,25,25
2,mcts,expectimax,A,65,42,3.596388100,10.110557700,25,25
