agent_a,agent_b,game,agent,opponent,seat,score,captures,net_captures,capture_points,control_points,passes,pass_rate,chosen_move1,chosen_move2,chosen_mobilize,chosen_capture,chosen_swap,exposed_move1,exposed_move2,exposed_mobilize,exposed_capture,exposed_swap,game_final_pass_streak,game_deadlocked
greedy,mcts,20,greedy,mcts,first,49,12,1,36,13,0,0.000000,15,9,7,12,7,43,17,23,14,17,0,False
greedy,mcts,20,mcts,greedy,second,46,5,1,15,31,0,0.000000,14,12,12,5,7,43,17,27,9,14,0,False
greedy,mcts,21,greedy,mcts,first,30,9,0,27,3,0,0.000000,13,11,9,9,8,40,21,29,12,16,0,False
greedy,mcts,21,mcts,greedy,second,73,10,0,30,43,0,0.000000,14,13,5,10,8,42,19,28,16,14,0,False
greedy,mcts,22,greedy,mcts,first,6,2,2,6,0,47,0.940000,0,1,0,2,0,0,1,3,2,48,94,True
greedy,mcts,22,mcts,greedy,second,0,0,0,0,0,47,0.940000,0,1,2,0,0,0,1,3,2,48,94,True
greedy,mcts,23,greedy,mcts,first,37,12,1,36,1,0,0.000000,10,18,6,12,4,44,26,23,14,9,0,False
greedy,mcts,23,mcts,greedy,second,65,7,1,21,44,0,0.000000,16,5,11,7,11,45,16,27,13,15,0,False
greedy,mcts,24,greedy,mcts,first,40,11,1,33,7,0,0.000000,14,13,8,11,4,42,24,23,15,14,0,False
greedy,mcts,24,mcts,greedy,second,66,9,0,27,39,0,0.000000,13,8,9,9,11,39,20,25,14,18,0,False
greedy,mcts,25,greedy,mcts,first,43,10,0,30,13,0,0.000000,12,15,5,10,8,40,22,30,11,18,0,False
greedy,mcts,25,mcts,greedy,second,52,9,0,27,25,0,0.000000,15,7,11,9,8,39,22,30,11,16,0,False
greedy,mcts,26,greedy,mcts,first,52,13,4,39,13,0,0.000000,10,10,10,13,7,38,25,29,14,16,0,False
greedy,mcts,26,mcts,greedy,second,43,5,1,15,28,0,0.000000,16,13,7,5,9,39,28,24,9,18,0,False
greedy,mcts,27,greedy,mcts,first,37,11,3,33,4,0,0.000000,15,12,8,11,4,40,17,29,16,14,0,False
greedy,mcts,27,mcts,greedy,second,64,9,1,27,37,0,0.000000,13,10,10,9,8,37,21,30,13,19,0,False
greedy,mcts,28,greedy,mcts,first,68,16,3,48,20,0,0.000000,13,7,7,16,7,32,18,30,18,13,0,False
greedy,mcts,28,mcts,greedy,second,35,3,0,9,26,0,0.000000,13,14,11,3,9,37,19,31,7,13,0,False
greedy,mcts,29,greedy,mcts,first,3,1,1,3,0,48,0.960000,0,1,0,1,0,1,1,0,50,0,96,True
greedy,mcts,29,mcts,greedy,second,0,0,0,0,0,48,0.960000,2,0,0,0,0,2,0,0,50,0,96,True
greedy,minimax,0,greedy,minimax,first,16,4,0,12,4,0,0.000000,18,12,9,4,7,32,15,44,6,9,0,False
greedy,minimax,0,minimax,greedy,second,87,16,3,48,39,0,0.000000,13,9,3,16,9,29,14,44,16,11,0,False
greedy,minimax,1,greedy,minimax,first,41,11,1,33,8,0,0.000000,7,14,12,11,6,27,24,38,16,10,0,False
greedy,minimax,1,minimax,greedy,second,64,9,0,27,37,0,0.000000,21,9,2,9,9,35,23,39,11,13,0,False
greedy,minimax,2,greedy,minimax,first,37,11,1,33,4,0,0.000000,10,7,11,11,11,29,21,39,13,11,0,False
greedy,minimax,2,minimax,greedy,second,71,9,0,27,44,0,0.000000,17,14,5,9,5,28,28,38,12,5,0,False
greedy,minimax,3,greedy,minimax,first,35,11,0,33,2,0,0.000000,11,11,10,11,7,31,20,40,13,9,0,False
greedy,minimax,3,minimax,greedy,second,67,8,0,24,43,0,0.000000,19,12,4,8,7,34,24,40,9,8,0,False
greedy,minimax,4,greedy,minimax,first,25,8,0,24,1,0,0.000000,8,15,12,8,7,38,23,37,8,7,0,False
greedy,minimax,4,minimax,greedy,second,79,11,0,33,46,0,0.000000,19,9,4,11,7,42,17,32,11,8,0,False
greedy,minimax,5,greedy,minimax,first,49,12,0,36,13,0,0.000000,12,12,5,12,9,38,20,37,12,11,0,False
greedy,minimax,5,minimax,greedy,second,46,6,0,18,28,0,0.000000,18,11,9,6,6,37,16,40,11,9,0,False
greedy,minimax,6,greedy,minimax,first,28,8,0,24,4,0,0.000000,10,18,7,8,7,36,24,38,9,7,0,False
greedy,minimax,6,minimax,greedy,second,69,9,0,27,42,0,0.000000,20,5,7,9,9,38,14,37,10,10,0,False
greedy,minimax,7,greedy,minimax,first,23,7,1,21,2,0,0.000000,11,15,12,7,5,32,17,45,10,7,0,False
greedy,minimax,7,minimax,greedy,second,77,11,0,33,44,0,0.000000,18,7,3,11,11,32,12,42,12,12,0,False
greedy,minimax,8,greedy,minimax,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,minimax,8,minimax,greedy,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,minimax,9,greedy,minimax,first,29,7,2,21,8,0,0.000000,13,10,11,7,9,36,21,31,8,11,0,False
greedy,minimax,9,minimax,greedy,second,73,11,0,33,40,0,0.000000,15,13,5,11,6,36,25,32,13,7,0,False
greedy,minimax,10,greedy,minimax,first,48,13,2,39,9,0,0.000000,14,10,7,13,6,35,17,37,13,10,0,False
greedy,minimax,10,minimax,greedy,second,50,6,0,18,32,0,0.000000,15,13,7,6,9,38,19,38,8,14,0,False
greedy,minimax,11,greedy,minimax,first,40,10,1,30,10,0,0.000000,14,11,8,10,7,28,18,40,10,8,0,False
greedy,minimax,11,minimax,greedy,second,59,9,0,27,32,0,0.000000,17,11,5,9,8,33,17,41,9,9,0,False
greedy,minimax,12,greedy,minimax,first,58,15,3,45,13,0,0.000000,8,14,8,15,5,32,25,36,17,7,0,False
greedy,minimax,12,minimax,greedy,second,45,5,0,15,30,0,0.000000,20,9,5,5,11,37,20,34,10,12,0,False
greedy,minimax,13,greedy,minimax,first,38,11,0,33,5,0,0.000000,11,11,9,11,8,35,20,43,14,9,0,False
greedy,minimax,13,minimax,greedy,second,67,8,1,24,43,0,0.000000,16,10,8,8,8,34,18,42,9,10,0,False
greedy,minimax,14,greedy,minimax,first,39,9,1,27,12,0,0.000000,13,11,8,9,9,30,16,40,10,13,0,False
greedy,minimax,14,minimax,greedy,second,53,10,2,30,23,0,0.000000,13,12,9,10,6,32,20,39,10,10,0,False
greedy,minimax,15,greedy,minimax,first,32,10,2,30,2,0,0.000000,12,16,5,10,7,32,17,46,13,7,0,False
greedy,minimax,15,minimax,greedy,second,72,10,1,30,42,0,0.000000,16,7,10,10,7,33,15,47,11,8,0,False
greedy,minimax,16,greedy,minimax,first,35,9,0,27,8,0,0.000000,11,12,12,9,6,37,21,42,9,7,0,False
greedy,minimax,16,minimax,greedy,second,66,9,0,27,39,0,0.000000,17,10,4,9,10,38,22,37,9,12,0,False
greedy,minimax,17,greedy,minimax,first,29,8,0,24,5,0,0.000000,11,13,8,8,10,28,25,39,14,11,0,False
greedy,minimax,17,minimax,greedy,second,68,11,1,33,35,0,0.000000,17,10,6,11,6,32,27,38,13,9,0,False
greedy,minimax,18,greedy,minimax,first,33,6,2,18,15,0,0.000000,7,16,13,6,8,33,19,41,10,10,0,False
greedy,minimax,18,minimax,greedy,second,69,13,0,39,30,0,0.000000,19,6,5,13,7,36,14,39,15,9,0,False
greedy,minimax,19,greedy,minimax,first,36,11,2,33,3,0,0.000000,9,13,10,11,7,34,17,38,16,9,0,False
greedy,minimax,19,minimax,greedy,second,64,8,2,24,40,0,0.000000,18,7,8,8,9,36,14,39,11,9,0,False
greedy,minimax,20,greedy,minimax,first,37,11,0,33,4,0,0.000000,10,11,10,11,8,37,21,42,12,10,0,False
greedy,minimax,20,minimax,greedy,second,66,8,0,24,42,0,0.000000,18,10,6,8,8,37,22,41,9,11,0,False
greedy,minimax,21,greedy,minimax,first,24,5,1,15,9,0,0.000000,11,17,8,5,9,39,28,33,9,11,0,False
greedy,minimax,21,minimax,greedy,second,76,14,1,42,34,0,0.000000,18,5,7,14,6,40,20,34,16,6,0,False
greedy,minimax,22,greedy,minimax,first,36,11,2,33,3,0,0.000000,11,13,10,11,5,29,21,40,12,15,0,False
greedy,minimax,22,minimax,greedy,second,66,8,0,24,42,0,0.000000,17,10,6,8,9,30,21,39,11,16,0,False
greedy,minimax,23,greedy,minimax,first,26,7,0,21,5,0,0.000000,13,12,9,7,9,36,16,40,8,12,0,False
greedy,minimax,23,minimax,greedy,second,80,12,0,36,44,0,0.000000,16,10,5,12,7,35,14,38,14,10,0,False
greedy,minimax,24,greedy,minimax,first,28,8,1,24,4,0,0.000000,11,13,11,8,7,44,20,35,10,12,0,False
greedy,minimax,24,minimax,greedy,second,70,11,0,33,37,0,0.000000,16,9,5,11,9,42,15,33,12,15,0,False
greedy,minimax,25,greedy,minimax,first,39,10,0,30,9,0,0.000000,12,11,9,10,8,37,19,37,10,14,0,False
greedy,minimax,25,minimax,greedy,second,57,8,1,24,33,0,0.000000,17,10,7,8,8,34,21,38,8,11,0,False
greedy,minimax,26,greedy,minimax,first,34,9,2,27,7,0,0.000000,18,9,8,9,6,40,18,36,12,6,0,False
greedy,minimax,26,minimax,greedy,second,67,10,2,30,37,0,0.000000,10,11,9,10,10,34,20,34,13,12,0,False
greedy,minimax,27,greedy,minimax,first,61,14,1,42,19,0,0.000000,11,11,7,14,7,30,19,40,15,8,0,False
greedy,minimax,27,minimax,greedy,second,40,5,0,15,25,0,0.000000,17,13,8,5,7,36,21,41,7,9,0,False
greedy,minimax,28,greedy,minimax,first,49,13,0,39,10,0,0.000000,9,11,11,13,6,37,26,36,14,10,0,False
greedy,minimax,28,minimax,greedy,second,55,7,2,21,34,0,0.000000,18,11,4,7,10,41,21,33,8,16,0,False
greedy,minimax,29,greedy,minimax,first,36,11,4,33,3,0,0.000000,7,15,9,11,8,37,22,37,12,8,0,False
greedy,minimax,29,minimax,greedy,second,64,8,1,24,40,0,0.000000,22,7,6,8,7,41,19,35,12,8,0,False
greedy,random,0,greedy,random,first,83,18,8,54,29,0,0.000000,11,7,6,18,8,39,21,22,21,16,0,False
greedy,random,0,random,greedy,second,7,1,0,3,4,0,0.000000,16,17,13,1,3,40,21,24,16,17,0,False
greedy,random,1,greedy,random,first,99,20,2,60,39,0,0.000000,7,14,2,20,7,40,22,20,22,17,0,False
greedy,random,1,random,greedy,second,6,0,0,0,6,0,0.000000,17,9,16,0,8,40,21,23,13,15,0,False
greedy,random,2,greedy,random,first,71,16,3,48,23,0,0.000000,12,6,6,16,10,39,25,22,23,18,0,False
greedy,random,2,random,greedy,second,14,2,0,6,8,0,0.000000,14,18,12,2,4,33,27,20,19,15,0,False
greedy,random,3,greedy,random,first,71,14,3,42,29,0,0.000000,12,14,5,14,5,43,18,21,17,17,0,False
greedy,random,3,random,greedy,second,19,4,0,12,7,0,0.000000,17,8,14,4,7,43,17,27,10,15,0,False
greedy,random,4,greedy,random,first,83,19,1,57,26,0,0.000000,10,7,5,19,9,34,22,29,23,20,0,False
greedy,random,4,random,greedy,second,10,0,0,0,10,0,0.000000,16,14,14,0,6,35,25,27,16,17,0,False
greedy,random,5,greedy,random,first,60,14,4,42,18,0,0.000000,12,11,4,14,9,34,22,30,17,19,0,False
greedy,random,5,random,greedy,second,24,1,1,3,21,0,0.000000,19,12,13,1,5,36,16,33,13,15,0,False
greedy,random,6,greedy,random,first,84,18,4,54,30,0,0.000000,11,9,5,18,7,34,26,24,22,21,0,False
greedy,random,6,random,greedy,second,4,0,0,0,4,0,0.000000,17,14,14,0,5,34,25,25,14,23,0,False
greedy,random,7,greedy,random,first,76,19,0,57,19,0,0.000000,11,9,3,19,8,37,19,21,22,17,0,False
greedy,random,7,random,greedy,second,16,1,0,3,13,0,0.000000,15,13,14,1,7,38,21,27,14,14,0,False
greedy,random,8,greedy,random,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,random,8,random,greedy,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,random,9,greedy,random,first,76,16,5,48,28,0,0.000000,14,9,4,16,7,44,22,19,19,17,0,False
greedy,random,9,random,greedy,second,7,0,0,0,7,0,0.000000,16,12,15,0,7,40,21,24,12,19,0,False
greedy,random,10,greedy,random,first,76,18,1,54,22,0,0.000000,11,8,3,18,10,30,18,25,19,26,0,False
greedy,random,10,random,greedy,second,9,0,0,0,9,0,0.000000,14,15,15,0,6,34,18,28,14,22,0,False
greedy,random,11,greedy,random,first,88,18,3,54,34,0,0.000000,12,9,3,18,8,39,19,16,21,22,0,False
greedy,random,11,random,greedy,second,3,0,0,0,3,0,0.000000,18,12,15,0,5,37,20,19,16,18,0,False
greedy,random,12,greedy,random,first,82,18,4,54,28,0,0.000000,11,9,3,18,9,31,24,23,25,19,0,False
greedy,random,12,random,greedy,second,4,0,0,0,4,0,0.000000,19,13,15,0,3,37,20,26,15,16,0,False
greedy,random,13,greedy,random,first,74,17,5,51,23,0,0.000000,13,9,4,17,7,37,20,27,21,18,0,False
greedy,random,13,random,greedy,second,7,0,0,0,7,0,0.000000,16,12,15,0,7,34,25,28,16,18,0,False
greedy,random,14,greedy,random,first,72,16,1,48,24,0,0.000000,10,8,7,16,9,31,18,23,18,24,0,False
greedy,random,14,random,greedy,second,16,2,1,6,10,0,0.000000,15,15,12,2,6,35,23,23,13,24,0,False
greedy,random,15,greedy,random,first,87,18,3,54,33,0,0.000000,16,6,4,18,6,43,17,21,25,13,0,False
greedy,random,15,random,greedy,second,6,0,0,0,6,0,0.000000,11,16,13,0,10,42,20,22,15,15,0,False
greedy,random,16,greedy,random,first,81,18,5,54,27,0,0.000000,7,9,5,18,11,39,23,15,24,24,0,False
greedy,random,16,random,greedy,second,11,0,0,0,11,0,0.000000,23,13,10,0,4,39,24,16,18,20,0,False
greedy,random,17,greedy,random,first,72,15,2,45,27,0,0.000000,12,12,3,15,8,38,19,16,19,27,0,False
greedy,random,17,random,greedy,second,19,5,0,15,4,0,0.000000,18,8,14,5,5,36,18,21,19,23,0,False
greedy,random,18,greedy,random,first,80,17,6,51,29,0,0.000000,7,13,5,17,8,41,26,18,21,21,0,False
greedy,random,18,random,greedy,second,18,3,0,9,9,0,0.000000,19,11,11,3,6,41,22,21,19,18,0,False
greedy,random,19,greedy,random,first,77,18,2,54,23,0,0.000000,14,6,6,18,6,33,18,22,24,18,0,False
greedy,random,19,random,greedy,second,12,0,0,0,12,0,0.000000,15,16,12,0,7,33,24,25,18,18,0,False
greedy,random,20,greedy,random,first,77,18,1,54,23,0,0.000000,9,13,5,18,5,37,21,20,22,20,0,False
greedy,random,20,random,greedy,second,9,0,0,0,9,0,0.000000,19,10,13,0,8,37,20,24,14,19,0,False
greedy,random,21,greedy,random,first,72,17,3,51,21,0,0.000000,9,11,4,17,9,32,26,12,22,26,0,False
greedy,random,21,random,greedy,second,13,1,0,3,10,0,0.000000,20,11,12,1,6,36,24,15,17,21,0,False
greedy,random,22,greedy,random,first,79,17,4,51,28,0,0.000000,12,10,2,17,9,35,32,14,21,18,0,False
greedy,random,22,random,greedy,second,13,1,0,3,10,0,0.000000,16,12,15,1,6,37,32,18,12,14,0,False
greedy,random,23,greedy,random,first,3,1,1,3,0,48,0.960000,0,1,0,1,0,0,1,1,49,50,97,True
greedy,random,23,random,greedy,second,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,50,50,97,True
greedy,random,24,greedy,random,first,82,17,0,51,31,0,0.000000,10,12,4,17,7,36,20,17,23,19,0,False
greedy,random,24,random,greedy,second,6,1,0,3,3,0,0.000000,18,9,15,1,7,37,19,23,14,18,0,False
greedy,random,25,greedy,random,first,74,16,1,48,26,0,0.000000,10,9,3,16,12,33,26,20,21,24,0,False
greedy,random,25,random,greedy,second,5,0,0,0,5,0,0.000000,17,14,16,0,3,33,30,25,17,20,0,False
greedy,random,26,greedy,random,first,75,18,4,54,21,0,0.000000,5,10,4,18,13,45,15,22,21,23,0,False
greedy,random,26,random,greedy,second,6,0,0,0,6,0,0.000000,20,13,14,0,3,45,21,25,13,14,0,False
greedy,random,27,greedy,random,first,60,15,3,45,15,0,0.000000,13,5,5,15,12,34,16,16,29,24,0,False
greedy,random,27,random,greedy,second,16,1,0,3,13,0,0.000000,15,17,13,1,4,32,22,18,22,22,0,False
greedy,random,28,greedy,random,first,85,17,1,51,34,0,0.000000,9,12,2,17,10,32,20,30,20,23,0,False
greedy,random,28,random,greedy,second,6,0,0,0,6,0,0.000000,18,10,16,0,6,35,23,32,13,21,0,False
greedy,random,29,greedy,random,first,3,1,1,3,0,48,0.960000,0,1,0,1,0,1,1,0,50,0,96,True
greedy,random,29,random,greedy,second,0,0,0,0,0,48,0.960000,2,0,0,0,0,2,0,0,50,0,96,True
greedy,rule,0,greedy,rule,first,31,8,1,24,7,0,0.000000,11,14,7,8,10,33,16,42,9,10,0,False
greedy,rule,0,rule,greedy,second,76,11,0,33,43,0,0.000000,20,7,7,11,5,33,11,43,12,7,0,False
greedy,rule,1,greedy,rule,first,41,13,2,39,2,0,0.000000,11,13,6,13,7,33,20,36,14,15,0,False
greedy,rule,1,rule,greedy,second,63,6,1,18,45,0,0.000000,17,9,10,6,8,37,21,37,9,16,0,False
greedy,rule,2,greedy,rule,first,36,9,1,27,9,0,0.000000,10,16,7,9,8,42,23,33,13,14,0,False
greedy,rule,2,rule,greedy,second,71,11,1,33,38,0,0.000000,15,7,11,11,6,42,15,32,14,13,0,False
greedy,rule,3,greedy,rule,first,41,13,0,39,2,0,0.000000,12,11,10,13,4,31,16,41,16,9,0,False
greedy,rule,3,rule,greedy,second,68,7,0,21,47,0,0.000000,16,10,6,7,11,31,16,43,8,14,0,False
greedy,rule,4,greedy,rule,first,33,7,0,21,12,0,0.000000,11,15,9,7,8,29,28,37,8,11,0,False
greedy,rule,4,rule,greedy,second,74,12,0,36,38,0,0.000000,16,9,7,12,6,31,25,34,15,9,0,False
greedy,rule,5,greedy,rule,first,34,11,0,33,1,0,0.000000,13,13,6,11,7,27,24,39,11,15,0,False
greedy,rule,5,rule,greedy,second,65,6,0,18,47,0,0.000000,15,10,12,6,7,30,18,41,10,12,0,False
greedy,rule,6,greedy,rule,first,47,13,0,39,8,0,0.000000,13,12,6,13,6,38,20,32,15,15,0,False
greedy,rule,6,rule,greedy,second,64,7,0,21,43,0,0.000000,12,11,10,7,10,36,17,35,12,18,0,False
greedy,rule,7,greedy,rule,first,40,13,0,39,1,0,0.000000,9,11,10,13,7,36,18,36,16,13,0,False
greedy,rule,7,rule,greedy,second,66,6,0,18,48,0,0.000000,19,9,7,6,9,38,18,34,10,15,0,False
greedy,rule,8,greedy,rule,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,rule,8,rule,greedy,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
greedy,rule,9,greedy,rule,first,24,7,1,21,3,0,0.000000,14,13,11,7,5,41,16,28,8,8,0,False
greedy,rule,9,rule,greedy,second,79,11,0,33,46,0,0.000000,16,10,2,11,11,43,14,26,13,12,0,False
greedy,rule,10,greedy,rule,first,44,12,1,36,8,0,0.000000,10,12,10,12,6,44,25,20,12,10,0,False
greedy,rule,10,rule,greedy,second,63,6,0,18,45,0,0.000000,18,10,7,6,9,47,27,24,7,12,0,False
greedy,rule,11,greedy,rule,first,32,10,0,30,2,0,0.000000,13,12,9,10,6,42,16,21,10,10,0,False
greedy,rule,11,rule,greedy,second,75,9,0,27,48,0,0.000000,13,9,10,9,9,43,17,24,9,10,0,False
greedy,rule,12,greedy,rule,first,46,14,2,42,4,0,0.000000,12,12,7,14,5,41,20,31,16,9,0,False
greedy,rule,12,rule,greedy,second,61,6,0,18,43,0,0.000000,13,11,9,6,11,42,18,31,11,12,0,False
greedy,rule,13,greedy,rule,first,30,10,0,30,0,0,0.000000,12,12,7,10,9,30,16,42,12,13,0,False
greedy,rule,13,rule,greedy,second,76,9,1,27,49,0,0.000000,16,11,7,9,7,32,16,42,10,10,0,False
greedy,rule,14,greedy,rule,first,15,5,1,15,0,0,0.000000,12,14,11,5,8,24,21,43,11,13,0,False
greedy,rule,14,rule,greedy,second,92,14,1,42,50,0,0.000000,13,9,6,14,8,28,19,41,15,11,0,False
greedy,rule,15,greedy,rule,first,34,11,1,33,1,0,0.000000,12,11,8,11,8,39,16,36,13,9,0,False
greedy,rule,15,rule,greedy,second,77,9,0,27,50,0,0.000000,15,12,8,9,6,36,20,36,10,8,0,False
greedy,rule,16,greedy,rule,first,27,8,0,24,3,0,0.000000,13,13,9,8,7,40,14,40,12,9,0,False
greedy,rule,16,rule,greedy,second,76,11,0,33,43,0,0.000000,13,8,9,11,9,39,11,37,15,12,0,False
greedy,rule,17,greedy,rule,first,21,7,1,21,0,0,0.000000,13,11,10,7,9,34,16,34,10,19,0,False
greedy,rule,17,rule,greedy,second,77,11,2,33,44,0,0.000000,14,11,7,11,7,37,20,32,15,17,0,False
greedy,rule,18,greedy,rule,first,33,8,1,24,9,0,0.000000,15,11,8,8,8,46,19,23,9,13,0,False
greedy,rule,18,rule,greedy,second,72,11,0,33,39,0,0.000000,10,10,11,11,8,46,18,24,13,10,0,False
greedy,rule,19,greedy,rule,first,53,12,2,36,17,0,0.000000,13,11,6,12,8,38,14,33,15,10,0,False
greedy,rule,19,rule,greedy,second,53,7,2,21,32,0,0.000000,14,11,10,7,8,41,14,36,9,8,0,False
greedy,rule,20,greedy,rule,first,35,11,0,33,2,0,0.000000,16,8,7,11,8,32,16,40,13,10,0,False
greedy,rule,20,rule,greedy,second,64,6,0,18,46,0,0.000000,14,13,9,6,8,33,20,40,9,10,0,False
greedy,rule,21,greedy,rule,first,18,6,0,18,0,0,0.000000,13,16,6,6,9,38,21,28,9,15,0,False
greedy,rule,21,rule,greedy,second,91,14,0,42,49,0,0.000000,13,7,11,14,5,37,15,34,17,10,0,False
greedy,rule,22,greedy,rule,first,45,12,1,36,9,0,0.000000,13,9,8,12,8,30,12,36,12,12,0,False
greedy,rule,22,rule,greedy,second,59,8,0,24,35,0,0.000000,16,13,6,8,7,32,16,36,11,11,0,False
greedy,rule,23,greedy,rule,first,24,8,1,24,0,0,0.000000,12,17,8,8,5,31,24,36,9,10,0,False
greedy,rule,23,rule,greedy,second,75,10,0,30,45,0,0.000000,17,5,7,10,11,30,16,35,12,15,0,False
greedy,rule,24,greedy,rule,first,30,8,1,24,6,0,0.000000,10,13,12,8,7,44,19,30,11,12,0,False
greedy,rule,24,rule,greedy,second,76,12,0,36,40,0,0.000000,16,9,6,12,7,41,17,31,13,11,0,False
greedy,rule,25,greedy,rule,first,32,10,0,30,2,0,0.000000,13,15,5,10,7,41,16,32,10,13,0,False
greedy,rule,25,rule,greedy,second,70,8,1,24,46,0,0.000000,15,8,10,8,9,41,14,33,8,14,0,False
greedy,rule,26,greedy,rule,first,34,10,1,30,4,0,0.000000,14,10,13,10,3,43,15,39,11,6,0,False
greedy,rule,26,rule,greedy,second,71,9,0,27,44,0,0.000000,13,13,3,9,12,41,16,35,10,13,0,False
greedy,rule,27,greedy,rule,first,40,12,0,36,4,0,0.000000,12,13,8,12,5,30,20,38,15,11,0,False
greedy,rule,27,rule,greedy,second,69,8,0,24,45,0,0.000000,16,10,6,8,10,30,21,38,10,15,0,False
greedy,rule,28,greedy,rule,first,40,13,0,39,1,0,0.000000,8,14,8,13,7,42,19,28,14,11,0,False
greedy,rule,28,rule,greedy,second,69,7,1,21,48,0,0.000000,20,7,7,7,9,42,14,30,8,15,0,False
greedy,rule,29,greedy,rule,first,44,14,3,42,2,0,0.000000,12,12,10,14,2,38,15,33,16,11,0,False
greedy,rule,29,rule,greedy,second,59,5,0,15,44,0,0.000000,15,11,6,5,13,40,15,32,11,18,0,False
mcts,expectimax,0,mcts,expectimax,first,39,6,1,18,21,0,0.000000,11,14,12,6,7,36,32,30,11,14,0,False
mcts,expectimax,0,expectimax,mcts,second,63,13,2,39,24,0,0.000000,17,7,5,13,8,36,27,28,14,17,0,False
mcts,expectimax,1,mcts,expectimax,first,41,7,0,21,20,0,0.000000,12,11,14,7,6,37,23,36,12,11,0,False
mcts,expectimax,1,expectimax,mcts,second,62,11,3,33,29,0,0.000000,20,10,1,11,8,39,27,36,13,12,0,False
mcts,expectimax,2,mcts,expectimax,first,61,8,0,24,37,0,0.000000,11,11,9,8,11,36,25,28,14,17,0,False
mcts,expectimax,2,expectimax,mcts,second,41,11,2,33,8,0,0.000000,18,9,8,11,4,36,27,29,13,14,0,False
mcts,expectimax,3,mcts,expectimax,first,52,10,0,30,22,0,0.000000,16,9,10,10,5,35,19,34,16,17,0,False
mcts,expectimax,3,expectimax,mcts,second,47,8,1,24,23,0,0.000000,13,14,6,8,9,35,24,33,12,18,0,False
mcts,expectimax,4,mcts,expectimax,first,37,6,0,18,19,0,0.000000,13,14,12,6,5,37,22,32,15,12,0,False
mcts,expectimax,4,expectimax,mcts,second,66,14,1,42,24,0,0.000000,15,8,4,14,9,40,20,28,19,15,0,False
mcts,expectimax,5,mcts,expectimax,first,66,10,1,30,36,0,0.000000,11,10,12,10,7,38,22,39,15,11,0,False
mcts,expectimax,5,expectimax,mcts,second,41,9,6,27,14,0,0.000000,17,12,4,9,8,42,22,39,12,10,0,False
mcts,expectimax,6,mcts,expectimax,first,62,9,0,27,35,0,0.000000,11,11,10,9,9,41,24,33,11,12,0,False
mcts,expectimax,6,expectimax,mcts,second,46,10,0,30,16,0,0.000000,18,10,5,10,7,41,22,33,13,10,0,False
mcts,expectimax,7,mcts,expectimax,first,43,6,0,18,25,0,0.000000,12,15,10,6,7,32,26,25,18,14,0,False
mcts,expectimax,7,expectimax,mcts,second,67,13,5,39,28,0,0.000000,16,7,5,13,9,32,25,24,23,14,0,False
mcts,expectimax,8,mcts,expectimax,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,expectimax,8,expectimax,mcts,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
mcts,expectimax,9,mcts,expectimax,first,41,6,2,18,23,0,0.000000,17,10,10,6,7,40,27,21,18,13,0,False
mcts,expectimax,9,expectimax,mcts,second,70,13,5,39,31,0,0.000000,13,12,4,13,8,43,25,21,19,12,0,False
mcts,expectimax,10,mcts,expectimax,first,48,10,2,30,18,0,0.000000,5,15,12,10,8,33,28,31,12,14,0,False
mcts,expectimax,10,expectimax,mcts,second,54,9,1,27,27,0,0.000000,23,8,3,9,7,41,24,31,12,15,0,False
mcts,expectimax,11,mcts,expectimax,first,44,7,1,21,23,0,0.000000,12,15,9,7,7,28,24,28,18,16,0,False
mcts,expectimax,11,expectimax,mcts,second,62,12,1,36,26,0,0.000000,17,8,5,12,8,31,23,30,16,15,0,False
mcts,expectimax,12,mcts,expectimax,first,0,0,0,0,0,46,0.920000,2,1,1,0,0,2,1,1,50,0,93,True
mcts,expectimax,12,expectimax,mcts,second,1,0,0,0,1,47,0.940000,3,0,0,0,0,3,0,0,50,0,93,True
mcts,expectimax,13,mcts,expectimax,first,10,2,0,6,4,34,0.680000,5,3,3,2,3,13,11,7,40,3,68,True
mcts,expectimax,13,expectimax,mcts,second,18,3,0,9,9,34,0.680000,5,4,3,3,1,11,11,8,40,2,68,True
mcts,expectimax,14,mcts,expectimax,first,50,9,1,27,23,0,0.000000,13,9,11,9,8,30,31,30,14,10,0,False
mcts,expectimax,14,expectimax,mcts,second,55,10,1,30,25,0,0.000000,14,12,6,10,8,32,33,29,15,10,0,False
mcts,expectimax,15,mcts,expectimax,first,46,4,0,12,34,0,0.000000,8,17,10,4,11,35,28,25,18,18,0,False
mcts,expectimax,15,expectimax,mcts,second,60,15,0,45,15,0,0.000000,17,7,6,15,5,39,24,23,21,13,0,False
