agent_a,agent_b,game,agent,opponent,seat,score,captures,net_captures,capture_points,control_points,passes,pass_rate,chosen_move1,chosen_move2,chosen_mobilize,chosen_capture,chosen_swap,exposed_move1,exposed_move2,exposed_mobilize,exposed_capture,exposed_swap,game_final_pass_streak,game_deadlocked
random,minimax,11,random,minimax,first,10,1,0,3,7,0,0.000000,11,14,14,1,10,36,22,16,16,27,0,False
random,minimax,11,minimax,random,second,89,19,3,57,32,0,0.000000,18,8,2,19,3,37,19,15,21,23,0,False
random,minimax,12,random,minimax,first,9,1,1,3,6,19,0.380000,8,8,8,1,6,19,15,12,34,14,38,True
random,minimax,12,minimax,random,second,48,11,2,33,15,19,0.380000,10,5,2,11,3,24,10,8,35,11,38,True
random,minimax,13,random,minimax,first,7,1,0,3,4,18,0.360000,12,6,10,1,3,21,13,12,31,19,36,True
random,minimax,13,minimax,random,second,47,9,2,27,20,18,0.360000,8,6,2,9,7,20,12,10,32,20,36,True
random,minimax,14,random,minimax,first,1,0,0,0,1,0,0.000000,9,15,18,0,8,26,27,27,12,21,0,False
random,minimax,14,minimax,random,second,99,17,3,51,48,0,0.000000,18,8,0,17,7,34,28,22,20,22,0,False
random,minimax,15,random,minimax,first,9,2,0,6,3,0,0.000000,14,13,13,2,8,28,22,26,25,23,0,False
random,minimax,15,minimax,random,second,93,16,7,48,45,0,0.000000,14,8,5,16,7,32,19,20,26,23,0,False
random,minimax,16,random,minimax,first,2,0,0,0,2,0,0.000000,18,11,18,0,3,37,22,23,18,19,0,False
random,minimax,16,minimax,random,second,102,20,5,60,42,0,0.000000,12,7,1,20,10,28,22,12,27,25,0,False
random,minimax,17,random,minimax,first,8,1,0,3,5,0,0.000000,13,14,16,1,6,30,28,21,20,27,0,False
random,minimax,17,minimax,random,second,82,15,5,45,37,0,0.000000,16,8,3,15,8,30,29,14,25,26,0,False
random,minimax,18,random,minimax,first,3,0,0,0,3,0,0.000000,16,12,15,0,7,35,20,28,15,20,0,False
random,minimax,18,minimax,random,second,99,19,2,57,42,0,0.000000,11,8,4,19,8,35,19,23,23,20,0,False
random,minimax,19,random,minimax,first,7,1,1,3,4,0,0.000000,12,18,15,1,4,35,22,30,13,23,0,False
random,minimax,19,minimax,random,second,95,17,6,51,44,0,0.000000,18,3,2,17,10,35,17,29,19,24,0,False
random,minimax,20,random,minimax,first,14,3,0,9,5,0,0.000000,14,13,14,3,6,30,20,28,25,18,0,False
random,minimax,20,minimax,random,second,82,15,3,45,37,0,0.000000,13,9,5,15,8,34,19,21,27,22,0,False
random,minimax,21,random,minimax,first,7,1,0,3,4,0,0.000000,11,12,15,1,11,27,26,29,13,24,0,False
random,minimax,21,minimax,random,second,94,19,5,57,37,0,0.000000,15,7,5,19,4,33,23,27,24,21,0,False
random,minimax,22,random,minimax,first,3,0,0,0,3,0,0.000000,19,12,14,0,5,31,19,23,21,22,0,False
random,minimax,22,minimax,random,second,100,19,2,57,43,0,0.000000,10,10,2,19,9,32,20,21,23,26,0,False
random,minimax,23,random,minimax,first,0,0,0,0,0,46,0.920000,2,1,1,0,0,2,2,1,49,1,93,True
random,minimax,23,minimax,random,second,3,1,0,3,0,47,0.940000,0,0,1,1,1,0,1,1,50,1,93,True
random,minimax,24,random,minimax,first,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,49,50,98,True
random,minimax,24,minimax,random,second,0,0,0,0,0,49,0.980000,0,0,1,0,0,0,0,1,49,50,98,True
random,minimax,25,random,minimax,first,1,0,0,0,1,40,0.800000,2,3,3,0,2,5,3,4,45,4,80,True
random,minimax,25,minimax,random,second,14,2,0,6,8,40,0.800000,4,1,2,2,1,6,1,5,46,3,80,True
random,minimax,26,random,minimax,first,4,1,0,3,1,0,0.000000,14,14,15,1,6,34,30,23,14,18,0,False
random,minimax,26,minimax,random,second,91,16,1,48,43,0,0.000000,15,9,1,16,9,29,29,18,21,23,0,False
random,minimax,27,random,minimax,first,10,2,0,6,4,0,0.000000,14,14,15,2,5,32,25,24,13,22,0,False
random,minimax,27,minimax,random,second,92,17,2,51,41,0,0.000000,15,7,2,17,9,37,27,17,18,25,0,False
random,minimax,28,random,minimax,first,0,0,0,0,0,49,0.980000,0,1,0,0,0,0,1,0,50,50,99,True
random,minimax,28,minimax,random,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,50,99,True
random,minimax,29,random,minimax,first,3,0,0,0,3,1,0.020000,12,16,12,0,9,30,23,22,17,21,0,False
random,minimax,29,minimax,random,second,91,17,2,51,40,0,0.000000,16,6,7,17,4,30,18,22,24,20,0,False
random,random,0,random,random,first,0,0,0,0,0,46,0.920000,1,1,2,0,0,4,2,3,47,0,92,True
random,random,0,random,random,second,0,0,0,0,0,46,0.920000,3,0,1,0,0,3,1,3,48,0,92,True
random,random,1,random,random,first,0,0,0,0,0,49,0.980000,0,1,0,0,0,0,1,0,50,50,98,True
random,random,1,random,random,second,0,0,0,0,0,49,0.980000,0,1,0,0,0,0,1,0,50,50,98,True
random,random,2,random,random,first,19,6,0,18,1,12,0.240000,14,7,6,6,5,21,8,7,49,11,24,True
random,random,2,random,random,second,18,3,1,9,9,12,0.240000,10,11,9,3,5,13,11,10,49,11,24,True
random,random,3,random,random,first,0,0,0,0,0,49,0.980000,1,0,0,0,0,1,0,0,50,50,99,True
random,random,3,random,random,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,50,99,True
random,random,4,random,random,first,3,1,0,3,0,39,0.780000,4,1,4,1,1,7,2,4,47,6,78,True
random,random,4,random,random,second,4,1,0,3,1,39,0.780000,2,4,1,1,3,6,4,1,47,6,78,True
random,random,5,random,random,first,1,0,0,0,1,33,0.660000,7,5,2,0,3,8,6,3,44,8,66,True
random,random,5,random,random,second,10,3,0,9,1,33,0.660000,4,2,4,3,4,7,2,4,44,9,66,True
random,random,6,random,random,first,5,1,0,3,2,44,0.880000,2,2,1,1,0,2,3,1,50,3,88,True
random,random,6,random,random,second,0,0,0,0,0,44,0.880000,2,1,2,0,1,2,1,2,50,4,88,True
random,random,7,random,random,first,26,7,0,21,5,0,0.000000,19,10,7,7,7,28,13,12,44,17,0,False
random,random,7,random,random,second,30,7,1,21,9,0,0.000000,12,11,12,7,8,29,17,14,46,18,0,False
random,random,8,random,random,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
random,random,8,random,random,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
random,random,9,random,random,first,19,4,0,12,7,0,0.000000,22,9,9,4,6,29,13,12,50,16,0,False
random,random,9,random,random,second,30,9,0,27,3,0,0.000000,8,14,11,9,8,16,17,14,49,15,0,False
random,random,10,random,random,first,4,1,0,3,1,43,0.860000,2,2,1,1,1,3,3,1,49,2,87,True
random,random,10,random,random,second,3,1,0,3,0,44,0.880000,2,2,1,1,0,2,3,1,50,1,87,True
random,random,11,random,random,first,8,1,0,3,5,18,0.360000,11,9,7,1,4,12,11,7,45,10,37,True
random,random,11,random,random,second,25,7,0,21,4,19,0.380000,8,8,4,7,4,13,11,5,46,10,37,True
random,random,12,random,random,first,6,2,1,6,0,34,0.680000,6,2,3,2,3,7,3,3,50,4,69,True
random,random,12,random,random,second,4,1,0,3,1,36,0.720000,3,6,2,1,2,5,6,3,50,5,69,True
random,random,13,random,random,first,9,3,0,9,0,35,0.700000,4,4,3,3,1,7,4,6,50,5,71,True
random,random,13,random,random,second,0,0,0,0,0,36,0.720000,5,3,3,0,3,6,3,4,50,5,71,True
random,random,14,random,random,first,8,2,1,6,2,27,0.540000,9,5,4,2,3,13,6,4,44,8,55,True
random,random,14,random,random,second,7,2,0,6,1,29,0.580000,7,5,4,2,3,13,6,4,44,6,55,True
random,random,15,random,random,first,0,0,0,0,0,44,0.880000,1,3,2,0,0,2,3,3,50,0,88,True
random,random,15,random,random,second,0,0,0,0,0,44,0.880000,0,2,2,0,2,1,3,2,50,2,88,True
random,random,16,random,random,first,5,1,0,3,2,42,0.840000,4,1,1,1,1,6,1,4,47,5,85,True
random,random,16,random,random,second,0,0,0,0,0,43,0.860000,2,1,2,0,2,3,1,3,47,6,85,True
random,random,17,random,random,first,23,6,1,18,5,0,0.000000,15,13,11,6,5,27,16,15,39,17,1,False
random,random,17,random,random,second,37,8,0,24,13,2,0.040000,15,8,9,8,8,27,12,10,40,19,1,False
random,random,18,random,random,first,3,1,0,3,0,41,0.820000,1,3,2,1,2,4,3,2,50,6,83,True
random,random,18,random,random,second,0,0,0,0,0,42,0.840000,3,2,1,0,2,5,2,1,50,6,83,True
random,random,19,random,random,first,0,0,0,0,0,47,0.940000,2,0,1,0,0,2,0,1,50,0,94,True
random,random,19,random,random,second,0,0,0,0,0,47,0.940000,1,1,1,0,0,1,1,1,50,0,94,True
random,random,20,random,random,first,33,9,2,27,6,0,0.000000,16,11,9,9,5,23,15,15,38,19,0,False
random,random,20,random,random,second,30,6,1,18,12,0,0.000000,14,13,9,6,8,26,18,15,37,20,0,False
random,random,21,random,random,first,22,6,0,18,4,9,0.180000,11,10,8,6,6,17,13,8,48,23,18,True
random,random,21,random,random,second,22,5,0,15,7,9,0.180000,15,9,6,5,6,19,14,7,48,18,18,True
random,random,22,random,random,first,0,0,0,0,0,41,0.820000,1,3,2,0,3,1,4,3,49,3,82,True
random,random,22,random,random,second,4,1,0,3,1,41,0.820000,2,3,2,1,1,2,4,3,50,3,82,True
random,random,23,random,random,first,0,0,0,0,0,48,0.960000,0,0,1,0,1,0,1,1,49,2,97,True
random,random,23,random,random,second,0,0,0,0,0,49,0.980000,0,1,0,0,0,0,1,0,50,1,97,True
random,random,24,random,random,first,0,0,0,0,0,47,0.940000,1,0,1,0,1,1,0,1,49,2,95,True
random,random,24,random,random,second,0,0,0,0,0,48,0.960000,0,0,1,0,1,0,0,1,49,2,95,True
random,random,25,random,random,first,3,1,0,3,0,40,0.800000,3,2,2,1,2,4,3,2,47,4,80,True
random,random,25,random,random,second,3,1,0,3,0,40,0.800000,3,2,3,1,1,4,2,3,47,4,80,True
random,random,26,random,random,first,22,5,0,15,7,0,0.000000,17,9,12,5,7,23,10,15,47,20,0,False
random,random,26,random,random,second,19,6,0,18,1,0,0.000000,15,13,7,6,9,20,15,7,48,22,0,False
random,random,27,random,random,first,2,0,0,0,2,37,0.740000,5,2,4,0,2,5,3,4,50,7,74,True
random,random,27,random,random,second,9,3,0,9,0,37,0.740000,3,4,1,3,2,3,4,2,50,7,74,True
random,random,28,random,random,first,0,0,0,0,0,49,0.980000,0,1,0,0,0,0,1,0,50,50,99,True
random,random,28,random,random,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,50,99,True
random,random,29,random,random,first,0,0,0,0,0,49,0.980000,1,0,0,0,0,1,1,0,50,0,98,True
random,random,29,random,random,second,0,0,0,0,0,49,0.980000,0,1,0,0,0,0,1,0,50,0,98,True
random,rule,0,random,rule,first,5,1,1,3,2,42,0.840000,3,1,3,1,0,5,2,3,47,0,85,True
random,rule,0,rule,random,second,7,1,0,3,4,43,0.860000,4,1,0,1,1,5,1,2,48,1,85,True
random,rule,1,random,rule,first,8,1,0,3,5,0,0.000000,11,18,12,1,8,33,24,22,17,23,0,False
random,rule,1,rule,random,second,99,18,3,54,45,0,0.000000,16,5,6,18,5,38,21,19,24,23,0,False
random,rule,2,random,rule,first,9,2,0,6,3,0,0.000000,17,10,13,2,8,34,22,27,26,25,0,False
random,rule,2,rule,random,second,94,16,0,48,46,0,0.000000,11,13,4,16,6,27,25,23,32,25,0,False
random,rule,3,random,rule,first,0,0,0,0,0,49,0.980000,1,0,0,0,0,1,0,0,50,50,99,True
random,rule,3,rule,random,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,50,99,True
random,rule,4,random,rule,first,2,0,0,0,2,0,0.000000,14,13,14,0,9,34,27,22,14,18,0,False
random,rule,4,rule,random,second,109,20,1,60,49,0,0.000000,13,8,3,20,6,36,27,20,21,18,0,False
random,rule,5,random,rule,first,10,2,0,6,4,0,0.000000,12,15,16,2,5,35,23,28,21,16,0,False
random,rule,5,rule,random,second,90,15,1,45,45,0,0.000000,17,8,2,15,8,35,15,23,25,20,0,False
random,rule,6,random,rule,first,8,1,0,3,5,0,0.000000,15,12,12,1,10,36,19,25,14,21,0,False
random,rule,6,rule,random,second,98,18,3,54,44,0,0.000000,14,9,6,18,3,36,17,23,20,18,0,False
random,rule,7,random,rule,first,4,1,0,3,1,0,0.000000,12,17,16,1,4,40,23,27,18,19,0,False
random,rule,7,rule,random,second,104,18,4,54,50,0,0.000000,13,7,2,18,10,40,17,16,24,24,0,False
random,rule,8,random,rule,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
random,rule,8,rule,random,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
random,rule,9,random,rule,first,10,1,0,3,7,0,0.000000,14,12,14,1,9,40,22,21,11,31,0,False
random,rule,9,rule,random,second,99,19,1,57,42,0,0.000000,15,6,3,19,7,36,22,16,23,29,0,False
random,rule,10,random,rule,first,1,0,0,0,1,0,0.000000,21,12,13,0,4,36,24,22,18,18,0,False
random,rule,10,rule,random,second,106,19,1,57,49,0,0.000000,7,10,5,19,9,34,22,17,24,21,0,False
random,rule,11,random,rule,first,10,1,0,3,7,0,0.000000,11,17,13,1,8,28,22,23,22,16,0,False
random,rule,11,rule,random,second,102,19,2,57,45,0,0.000000,17,4,5,19,5,30,19,25,26,14,0,False
random,rule,12,random,rule,first,0,0,0,0,0,46,0.920000,2,1,1,0,0,2,1,1,50,0,93,True
random,rule,12,rule,random,second,2,0,0,0,2,47,0.940000,3,0,0,0,0,3,0,0,50,0,93,True
random,rule,13,random,rule,first,15,2,0,6,9,0,0.000000,18,8,15,2,7,36,17,21,23,24,0,False
random,rule,13,rule,random,second,86,15,1,45,41,0,0.000000,12,13,4,15,6,33,18,16,24,23,0,False
random,rule,14,random,rule,first,4,1,0,3,1,0,0.000000,20,11,12,1,6,34,23,24,14,26,0,False
random,rule,14,rule,random,second,104,18,1,54,50,0,0.000000,8,11,5,18,8,33,28,18,21,26,0,False
random,rule,15,random,rule,first,4,0,0,0,4,0,0.000000,14,14,15,0,7,34,22,31,21,16,0,False
random,rule,15,rule,random,second,101,18,3,54,47,0,0.000000,13,8,2,18,9,36,21,27,27,19,0,False
random,rule,16,random,rule,first,5,1,0,3,2,0,0.000000,15,14,14,1,6,37,22,23,13,21,0,False
random,rule,16,rule,random,second,105,19,3,57,48,0,0.000000,15,5,2,19,9,34,18,21,21,24,0,False
random,rule,17,random,rule,first,0,0,0,0,0,46,0.920000,1,0,3,0,0,1,0,3,50,2,92,True
random,rule,17,rule,random,second,4,1,0,3,1,46,0.920000,1,1,0,1,1,1,1,0,50,2,92,True
random,rule,18,random,rule,first,7,0,0,0,7,0,0.000000,16,14,10,0,10,30,26,20,21,24,0,False
random,rule,18,rule,random,second,99,19,1,57,42,0,0.000000,12,8,6,19,5,31,24,19,28,23,0,False
random,rule,19,random,rule,first,5,1,0,3,2,0,0.000000,14,12,16,1,7,35,23,22,17,22,0,False
random,rule,19,rule,random,second,102,19,3,57,45,0,0.000000,12,9,3,19,7,36,22,19,22,21,0,False
random,rule,20,random,rule,first,8,0,0,0,8,0,0.000000,14,13,12,0,11,38,29,20,19,21,0,False
random,rule,20,rule,random,second,89,16,1,48,41,0,0.000000,14,9,7,16,4,37,27,20,21,19,0,False
random,rule,21,random,rule,first,5,0,0,0,5,0,0.000000,15,15,12,0,8,34,24,14,22,26,0,False
random,rule,21,rule,random,second,100,19,2,57,43,0,0.000000,14,7,3,19,7,35,27,12,29,22,0,False
random,rule,22,random,rule,first,10,1,0,3,7,0,0.000000,13,14,13,1,9,35,24,27,15,20,0,False
random,rule,22,rule,random,second,96,19,4,57,39,0,0.000000,14,8,5,19,4,38,22,25,22,19,0,False
random,rule,23,random,rule,first,1,0,0,0,1,48,0.960000,0,0,1,0,1,0,1,1,49,2,97,True
random,rule,23,rule,random,second,1,0,0,0,1,49,0.980000,0,1,0,0,0,0,1,0,50,1,97,True
random,rule,24,random,rule,first,12,2,0,6,6,0,0.000000,16,10,14,2,8,33,21,26,13,22,0,False
random,rule,24,rule,random,second,90,16,0,48,42,0,0.000000,10,13,4,16,7,34,22,23,18,21,0,False
random,rule,25,random,rule,first,1,0,0,0,1,42,0.840000,2,3,2,0,1,4,3,2,47,4,84,True
random,rule,25,rule,random,second,10,1,0,3,7,42,0.840000,3,0,2,1,2,5,0,3,47,4,84,True
random,rule,26,random,rule,first,8,0,0,0,8,0,0.000000,16,14,12,0,8,33,18,28,20,25,0,False
random,rule,26,rule,random,second,94,17,0,51,43,0,0.000000,14,8,5,17,6,33,19,21,24,24,0,False
random,rule,27,random,rule,first,9,1,0,3,6,0,0.000000,18,11,13,1,7,33,20,24,15,29,0,False
random,rule,27,rule,random,second,100,19,2,57,43,0,0.000000,8,10,5,19,8,33,20,24,23,28,0,False
random,rule,28,random,rule,first,0,0,0,0,0,49,0.980000,0,1,0,0,0,0,1,0,50,50,99,True
random,rule,28,rule,random,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,50,99,True
random,rule,29,random,rule,first,0,0,0,0,0,49,0.980000,1,0,0,0,0,1,1,0,50,0,98,True
random,rule,29,rule,random,second,1,0,0,0,1,49,0.980000,0,1,0,0,0,0,1,0,50,0,98,True
rule,expectimax,0,rule,expectimax,first,53,5,0,15,38,0,0.000000,14,13,10,5,8,30,28,33,9,14,0,False
rule,expectimax,0,expectimax,rule,second,56,14,1,42,14,0,0.000000,13,10,7,14,6,32,23,32,15,14,0,False
rule,expectimax,1,rule,expectimax,first,58,10,0,30,28,0,0.000000,13,9,10,10,8,28,19,41,13,9,0,False
rule,expectimax,1,expectimax,rule,second,50,8,1,24,26,0,0.000000,15,13,7,8,7,33,21,40,9,10,0,False
rule,expectimax,2,rule,expectimax,first,65,8,0,24,41,0,0.000000,16,9,6,8,11,39,19,40,12,11,0,False
rule,expectimax,2,expectimax,rule,second,46,12,0,36,10,0,0.000000,13,13,7,12,5,38,19,40,17,5,0,False
rule,expectimax,3,rule,expectimax,first,59,13,0,39,20,0,0.000000,13,10,9,13,5,26,31,31,14,8,0,False
rule,expectimax,3,expectimax,rule,second,46,6,0,18,28,0,0.000000,18,12,5,6,9,31,31,31,7,10,0,False
rule,expectimax,4,rule,expectimax,first,46,8,0,24,22,0,0.000000,14,12,8,8,8,30,24,43,8,8,0,False
rule,expectimax,4,expectimax,rule,second,67,11,0,33,34,0,0.000000,16,11,5,11,7,30,24,42,11,8,0,False
rule,expectimax,5,rule,expectimax,first,66,10,0,30,36,0,0.000000,13,13,6,10,8,34,18,38,10,11,0,False
rule,expectimax,5,expectimax,rule,second,45,9,1,27,18,0,0.000000,17,9,7,9,8,36,17,38,10,12,0,False
rule,expectimax,6,rule,expectimax,first,53,8,0,24,29,0,0.000000,9,15,11,8,7,35,23,32,9,8,0,False
rule,expectimax,6,expectimax,rule,second,52,10,0,30,22,0,0.000000,20,8,3,10,9,37,19,29,12,10,0,False
rule,expectimax,7,rule,expectimax,first,63,12,0,36,27,0,0.000000,11,5,13,12,9,36,28,29,14,12,0,False
rule,expectimax,7,expectimax,rule,second,49,8,0,24,25,0,0.000000,16,16,3,8,7,35,33,23,11,12,0,False
rule,expectimax,8,rule,expectimax,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
rule,expectimax,8,expectimax,rule,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
rule,expectimax,9,rule,expectimax,first,47,7,0,21,26,0,0.000000,13,10,13,7,7,36,30,34,8,8,0,False
rule,expectimax,9,expectimax,rule,second,63,11,1,33,30,0,0.000000,14,13,4,11,8,36,32,32,13,10,0,False
rule,expectimax,10,rule,expectimax,first,61,9,2,27,34,0,0.000000,13,14,8,9,6,34,28,33,11,10,0,False
rule,expectimax,10,expectimax,rule,second,50,10,1,30,20,0,0.000000,17,8,6,10,9,35,28,33,12,11,0,False
rule,expectimax,11,rule,expectimax,first,54,9,0,27,27,0,0.000000,17,10,7,9,7,33,21,38,12,9,0,False
rule,expectimax,11,expectimax,rule,second,59,10,0,30,29,0,0.000000,13,14,5,10,8,31,23,39,10,10,0,False
rule,expectimax,12,rule,expectimax,first,52,6,2,18,34,0,0.000000,11,15,9,6,9,28,28,37,11,10,0,False
rule,expectimax,12,expectimax,rule,second,61,14,1,42,19,0,0.000000,19,8,3,14,6,33,22,35,17,9,0,False
rule,expectimax,13,rule,expectimax,first,71,12,2,36,35,0,0.000000,9,11,10,12,8,33,24,37,14,13,0,False
rule,expectimax,13,expectimax,rule,second,34,7,2,21,13,0,0.000000,21,11,5,7,6,37,24,37,9,9,0,False
rule,expectimax,14,rule,expectimax,first,59,8,1,24,35,0,0.000000,13,15,7,8,7,36,26,39,9,17,0,False
rule,expectimax,14,expectimax,rule,second,47,11,2,33,14,0,0.000000,15,6,9,11,9,37,23,36,11,17,0,False
rule,expectimax,15,rule,expectimax,first,68,11,2,33,35,0,0.000000,10,11,10,11,8,28,23,36,16,15,0,False
rule,expectimax,15,expectimax,rule,second,41,7,1,21,20,0,0.000000,16,11,8,7,8,28,22,34,12,14,0,False
rule,expectimax,16,rule,expectimax,first,54,10,0,30,24,0,0.000000,12,13,10,10,5,39,18,35,10,6,0,False
rule,expectimax,16,expectimax,rule,second,53,8,0,24,29,0,0.000000,17,7,7,8,11,38,18,34,11,12,0,False
rule,expectimax,17,rule,expectimax,first,43,7,0,21,22,0,0.000000,11,12,12,7,8,35,32,22,8,14,0,False
rule,expectimax,17,expectimax,rule,second,60,11,1,33,27,0,0.000000,15,10,6,11,8,37,34,19,12,12,0,False
rule,expectimax,18,rule,expectimax,first,46,7,0,21,25,0,0.000000,14,15,5,7,9,34,21,40,9,14,0,False
rule,expectimax,18,expectimax,rule,second,66,12,2,36,30,0,0.000000,16,7,8,12,7,34,15,41,14,11,0,False
rule,expectimax,19,rule,expectimax,first,64,10,0,30,34,0,0.000000,9,13,11,10,7,37,23,36,15,7,0,False
rule,expectimax,19,expectimax,rule,second,44,9,1,27,17,0,0.000000,18,8,6,9,9,40,17,35,11,9,0,False
rule,expectimax,20,rule,expectimax,first,57,10,0,30,27,0,0.000000,8,13,9,10,10,27,32,36,12,11,0,False
rule,expectimax,20,expectimax,rule,second,50,9,0,27,23,0,0.000000,19,8,8,9,6,33,30,33,11,10,0,False
rule,expectimax,21,rule,expectimax,first,53,5,0,15,38,0,0.000000,12,16,7,5,10,30,29,33,8,16,0,False
rule,expectimax,21,expectimax,rule,second,53,13,0,39,14,0,0.000000,16,7,9,13,5,32,24,34,15,8,0,False
rule,expectimax,22,rule,expectimax,first,70,10,1,30,40,0,0.000000,9,10,11,10,10,34,22,27,12,13,0,False
rule,expectimax,22,expectimax,rule,second,43,10,0,30,13,0,0.000000,15,12,7,10,6,36,26,25,14,8,0,False
rule,expectimax,23,rule,expectimax,first,48,7,0,21,27,0,0.000000,15,8,12,7,8,35,21,43,10,14,0,False
rule,expectimax,23,expectimax,rule,second,61,12,0,36,25,0,0.000000,14,13,3,12,8,31,22,40,15,12,0,False
rule,expectimax,24,rule,expectimax,first,52,9,0,27,25,0,0.000000,14,10,10,9,7,38,26,33,9,15,0,False
rule,expectimax,24,expectimax,rule,second,53,10,1,30,23,0,0.000000,16,9,7,10,8,34,26,31,10,14,0,False
rule,expectimax,25,rule,expectimax,first,80,13,2,39,41,0,0.000000,8,12,10,13,7,31,19,33,13,16,0,False
rule,expectimax,25,expectimax,rule,second,30,7,0,21,9,0,0.000000,22,8,6,7,7,34,21,35,9,13,0,False
rule,expectimax,26,rule,expectimax,first,58,9,0,27,31,0,0.000000,11,9,14,9,7,37,25,37,13,8,0,False
rule,expectimax,26,expectimax,rule,second,54,10,0,30,24,0,0.000000,16,13,3,10,8,35,27,31,13,10,0,False
rule,expectimax,27,rule,expectimax,first,57,10,2,30,27,0,0.000000,14,13,6,10,7,25,26,43,16,12,0,False
rule,expectimax,27,expectimax,rule,second,54,9,0,27,27,0,0.000000,15,9,8,9,9,26,27,42,15,12,0,False
rule,expectimax,28,rule,expectimax,first,68,13,0,39,29,0,0.000000,8,15,6,13,8,31,25,33,14,12,0,False
rule,expectimax,28,expectimax,rule,second,46,7,0,21,25,0,0.000000,19,6,11,7,7,35,23,35,8,12,0,False
rule,expectimax,29,rule,expectimax,first,1,0,0,0,1,49,0.980000,0,1,0,0,0,1,1,0,50,0,98,True
rule,expectimax,29,expectimax,rule,second,0,0,0,0,0,49,0.980000,1,0,0,0,0,1,0,0,50,0,98,True
rule,greedy,0,rule,greedy,first,61,5,1,15,46,0,0.000000,12,13,10,5,10,46,18,24,8,15,0,False
rule,greedy,0,greedy,rule,second,45,15,3,45,0,0,0.000000,13,8,9,15,5,47,18,22,15,11,0,False
rule,greedy,1,rule,greedy,first,81,13,0,39,42,0,0.000000,10,12,9,13,6,28,15,40,15,11,0,False
rule,greedy,1,greedy,rule,second,29,7,0,21,8,0,0.000000,18,11,5,7,9,32,14,42,11,15,0,False
rule,greedy,2,rule,greedy,first,76,9,0,27,49,0,0.000000,14,13,5,9,9,35,23,33,12,10,0,False
rule,greedy,2,greedy,rule,second,30,10,0,30,0,0,0.000000,13,9,11,10,7,33,18,35,14,9,0,False
rule,greedy,3,rule,greedy,first,84,13,0,39,45,0,0.000000,11,10,8,13,8,40,18,29,15,13,0,False
rule,greedy,3,greedy,rule,second,20,6,0,18,2,0,0.000000,13,14,11,6,6,40,21,30,7,9,0,False
rule,greedy,4,rule,greedy,first,77,9,0,27,50,0,0.000000,15,11,6,9,9,39,18,29,9,10,0,False
rule,greedy,4,greedy,rule,second,30,10,0,30,0,0,0.000000,10,13,10,10,7,39,19,28,11,11,0,False
rule,greedy,5,rule,greedy,first,79,10,1,30,49,0,0.000000,13,13,4,10,10,39,19,28,12,12,0,False
rule,greedy,5,greedy,rule,second,28,9,0,27,1,0,0.000000,14,9,12,9,6,37,16,32,10,8,0,False
rule,greedy,6,rule,greedy,first,72,8,0,24,48,0,0.000000,11,15,9,8,7,39,24,36,10,7,0,False
rule,greedy,6,greedy,rule,second,33,11,1,33,0,0,0.000000,15,9,6,11,9,34,20,36,16,9,0,False
rule,greedy,7,rule,greedy,first,81,11,0,33,48,0,0.000000,13,7,10,11,9,42,13,32,12,12,0,False
rule,greedy,7,greedy,rule,second,24,8,0,24,0,0,0.000000,15,14,6,8,7,42,17,27,9,13,0,False
rule,greedy,8,rule,greedy,first,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
rule,greedy,8,greedy,rule,second,0,0,0,0,0,50,1.000000,0,0,0,0,0,0,0,0,50,0,100,True
rule,greedy,9,rule,greedy,first,77,9,0,27,50,0,0.000000,16,11,8,9,6,47,13,22,11,7,0,False
rule,greedy,9,greedy,rule,second,30,10,0,30,0,0,0.000000,12,11,8,10,9,45,15,25,13,11,0,False
rule,greedy,10,rule,greedy,first,88,13,0,39,49,0,0.000000,14,10,5,13,8,33,17,27,15,23,0,False
rule,greedy,10,greedy,rule,second,21,7,0,21,0,0,0.000000,14,12,10,7,7,38,20,29,11,22,0,False
rule,greedy,11,rule,greedy,first,74,11,0,33,41,0,0.000000,16,10,6,11,7,42,14,26,12,10,0,False
rule,greedy,11,greedy,rule,second,30,7,0,21,9,0,0.000000,12,12,10,7,9,42,20,28,7,11,0,False
rule,greedy,12,rule,greedy,first,70,10,1,30,40,0,0.000000,15,12,6,10,7,33,21,41,13,9,0,False
rule,greedy,12,greedy,rule,second,39,10,1,30,9,0,0.000000,13,10,8,10,9,30,15,40,12,12,0,False
