game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,greedy,random,A,39,4,0.193280300,0.000084000,25,25
1,greedy,random,A,52,3,0.202116700,0.000101000,25,25
2,greedy,random,A,36,5,0.248950900,0.000084900,25,25
3,greedy,random,A,39,8,0.276270199,0.000180800,25,25
4,greedy,random,A,43,2,0.200642300,0.000087400,25,25
5,greedy,random,A,34,9,0.218194600,0.000109300,25,25
6,greedy,random,A,41,2,0.214452800,0.000083100,25,25
7,greedy,random,A,38,5,0.242574200,0.000082900,25,25
