game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,mcts,random,A,48,8,2.957151800,0.000074300,23,23,25,25
1,mcts,random,A,36,9,3.189201000,0.000068100,22,22,25,25
2,mcts,random,A,17,6,2.886345100,0.000046000,20,20,25,25
