game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b
0,random,rule,B,8,46,0.000056900,0.028932300,22,22,25,25
1,random,rule,B,21,49,0.000054000,0.033965000,24,24,25,25
2,random,rule,B,17,50,0.000056600,0.045556000,23,23,25,25
