game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b
0,mcts,expectimax,draw,5,5,0.477926800,1.542205200,8,7
1,mcts,expectimax,B,17,34,2.661744100,5.952619500,25,25
2,mcts,expectimax,A,22,17,2.398845300,4.786314100,25,24
