mode,board,end_condition,games,draw_rate,mean_total_turns,mean_total_score
corrected_reduced_board_bottleneck_7x7_fixed_r2,Bottleneck 7x7,Fixed 25,90,0.044444444444444446,50.0,96.17777777777778
corrected_reduced_board_bottleneck_7x7_goal10_r2,Bottleneck 7x7,Goal 10,90,0.0,15.544444444444444,17.455555555555556
corrected_reduced_board_bottleneck_7x7_goal40_r2,Bottleneck 7x7,Goal 40,90,0.0,34.955555555555556,60.477777777777774
corrected_reduced_board_default_fixed_r2,Default,Fixed 25,90,0.0,50.0,49.111111111111114
corrected_reduced_board_default_goal10_r2,Default,Goal 10,90,0.0,13.777777777777779,14.3
corrected_reduced_board_default_goal40_r2,Default,Goal 40,90,0.0,58.51111111111111,57.644444444444446
corrected_reduced_board_inner_ring_center_7x7_fixed_r2,Inner ring,Fixed 25,90,0.022222222222222223,50.0,127.58888888888889
corrected_reduced_board_inner_ring_center_7x7_goal10_r2,Inner ring,Goal 10,90,0.0,6.666666666666667,14.433333333333334
corrected_reduced_board_inner_ring_center_7x7_goal40_r2,Inner ring,Goal 40,90,0.0,22.377777777777776,56.31111111111111
