game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b,mode,pair
2,greedy,expectimax_d2,B,20,26,0.415393,3.9481293,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_expectimax_d2
0,greedy,expectimax_d3,B,15,31,0.2173566,35.87238,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_expectimax_d3
1,greedy,expectimax_d3,B,24,26,0.2633619,32.1262149,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_expectimax_d3
2,greedy,expectimax_d3,A,25,20,0.2376213,26.1781171,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_expectimax_d3
0,greedy,mcts,B,19,32,0.2237549,4.6397794,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_mcts
1,greedy,mcts,B,26,27,0.2852039,5.5900605,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_mcts
2,greedy,mcts,B,21,29,0.3485264,6.0091835,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_mcts
0,greedy,random,A,39,4,0.2063016,8.99e-05,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_random
1,greedy,random,A,49,3,0.237171,9.49e-05,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_random
2,greedy,random,A,34,5,0.260199,0.0001015,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_random
0,greedy,rule,B,6,42,0.4010091,0.234944,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_rule
1,greedy,rule,B,24,29,0.3024658,0.2213982,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_rule
2,greedy,rule,B,18,34,0.202352,0.0981693,25,25,25,25,corrected_reduced_board_default_fixed_r2,greedy_rule
0,mcts,expectimax_d2,A,30,22,4.5643571,3.3756975,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_expectimax_d2
1,mcts,expectimax_d2,A,35,14,4.8464885,2.8564089,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_expectimax_d2
2,mcts,expectimax_d2,A,29,21,4.1564464,3.1468287,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_expectimax_d2
0,mcts,expectimax_d3,B,19,34,4.9148979,26.0666916,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_expectimax_d3
1,mcts,expectimax_d3,A,35,14,4.2489073,24.5944263,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_expectimax_d3
2,mcts,expectimax_d3,A,39,15,3.9147537,18.2185175,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_expectimax_d3
0,mcts,greedy,A,26,25,4.0565678,0.194185,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_greedy
1,mcts,greedy,A,35,17,4.1711691,0.2335711,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_greedy
2,mcts,greedy,A,35,14,4.0440745,0.2074211,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_greedy
0,mcts,random,A,40,2,4.0682211,8.12e-05,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_random
1,mcts,random,A,51,0,4.1656052,6.77e-05,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_random
2,mcts,random,A,42,3,3.8771926,5.58e-05,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_random
0,mcts,rule,A,30,20,4.1934805,0.0786513,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_rule
1,mcts,rule,A,31,26,4.1029368,0.1179083,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_rule
2,mcts,rule,A,29,27,4.2112721,0.0745506,25,25,25,25,corrected_reduced_board_default_fixed_r2,mcts_rule
0,random,expectimax_d2,B,3,41,9.74e-05,3.4578274,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_expectimax_d2
1,random,expectimax_d2,B,5,46,0.0015209,4.3649409,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_expectimax_d2
2,random,expectimax_d2,B,5,41,7.32e-05,2.9657001,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_expectimax_d2
0,random,expectimax_d3,B,7,37,9.5e-05,26.2968,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_expectimax_d3
1,random,expectimax_d3,B,2,49,0.0001012,33.7235438,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_expectimax_d3
2,random,expectimax_d3,B,6,41,8.98e-05,27.3346695,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_expectimax_d3
0,random,greedy,B,5,35,9.11e-05,0.275225,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_greedy
1,random,greedy,B,4,48,9.12e-05,0.2094864,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_greedy
2,random,greedy,B,9,35,7.9e-05,0.2811512,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_greedy
0,random,mcts,B,2,44,6.09e-05,5.0183549,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_mcts
1,random,mcts,B,1,47,6e-05,5.0757137,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_mcts
2,random,mcts,B,6,38,7.98e-05,4.5580801,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_mcts
0,random,rule,B,7,30,8.53e-05,0.1933543,24,24,25,25,corrected_reduced_board_default_fixed_r2,random_rule
1,random,rule,B,3,52,9.81e-05,0.1746714,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_rule
2,random,rule,B,8,45,0.0001017,0.1736121,25,25,25,25,corrected_reduced_board_default_fixed_r2,random_rule
0,rule,expectimax_d2,B,25,28,0.2846161,7.4031019,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_expectimax_d2
1,rule,expectimax_d2,A,39,15,0.1583197,4.1097686,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_expectimax_d2
2,rule,expectimax_d2,A,39,15,0.223035,4.1925728,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_expectimax_d2
0,rule,expectimax_d3,A,28,25,0.1672185,31.0348092,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_expectimax_d3
1,rule,expectimax_d3,A,43,11,0.1212546,28.8940071,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_expectimax_d3
2,rule,expectimax_d3,A,42,12,0.1327644,22.8041405,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_expectimax_d3
0,rule,greedy,A,29,21,0.1817901,0.2558496,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_greedy
1,rule,greedy,A,47,10,0.2150521,0.512197,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_greedy
2,rule,greedy,A,42,12,0.1979784,0.3806023,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_greedy
0,rule,mcts,A,44,14,0.1059248,4.0319179,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_mcts
1,rule,mcts,A,34,24,0.1055821,4.6073731,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_mcts
2,rule,mcts,A,31,22,0.0888305,3.7005052,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_mcts
0,rule,random,A,45,6,0.1938504,0.0001186,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_random
1,rule,random,A,49,6,0.1608298,8.73e-05,25,25,25,25,corrected_reduced_board_default_fixed_r2,rule_random
2,rule,random,A,40,5,0.1879669,7.01e-05,24,24,25,25,corrected_reduced_board_default_fixed_r2,rule_random
0,expectimax_d2,expectimax_d3,B,3,13,0.789623,8.1259854,7,7,7,7,corrected_reduced_board_default_goal10_r2,expectimax_d2_expectimax_d3
1,expectimax_d2,expectimax_d3,A,12,8,0.8355995,8.6368602,9,8,9,8,corrected_reduced_board_default_goal10_r2,expectimax_d2_expectimax_d3
2,expectimax_d2,expectimax_d3,B,9,10,1.1585546,8.7974302,11,11,11,11,corrected_reduced_board_default_goal10_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,greedy,B,6,11,0.9330355,0.059839,8,8,8,8,corrected_reduced_board_default_goal10_r2,expectimax_d2_greedy
1,expectimax_d2,greedy,A,10,3,0.5986134,0.0314655,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d2_greedy
2,expectimax_d2,greedy,A,12,3,0.9366737,0.0690319,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d2_greedy
0,expectimax_d2,mcts,A,12,7,0.8570453,1.2362212,9,8,9,8,corrected_reduced_board_default_goal10_r2,expectimax_d2_mcts
1,expectimax_d2,mcts,B,6,10,0.6359602,1.1506967,7,7,7,7,corrected_reduced_board_default_goal10_r2,expectimax_d2_mcts
2,expectimax_d2,mcts,A,10,6,0.6807191,1.1661394,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d2_mcts
0,expectimax_d2,random,A,10,0,0.3441226,1.49e-05,5,4,5,4,corrected_reduced_board_default_goal10_r2,expectimax_d2_random
1,expectimax_d2,random,A,11,0,0.2884027,1.74e-05,6,5,6,5,corrected_reduced_board_default_goal10_r2,expectimax_d2_random
2,expectimax_d2,random,A,11,3,1.1592155,3.04e-05,9,8,9,8,corrected_reduced_board_default_goal10_r2,expectimax_d2_random
0,expectimax_d2,rule,B,0,10,0.5273604,0.0124817,5,5,5,5,corrected_reduced_board_default_goal10_r2,expectimax_d2_rule
1,expectimax_d2,rule,B,9,13,0.8802855,0.0290125,9,9,9,9,corrected_reduced_board_default_goal10_r2,expectimax_d2_rule
2,expectimax_d2,rule,A,12,4,0.6663601,0.0195502,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,B,6,11,9.1788327,0.9012027,8,8,8,8,corrected_reduced_board_default_goal10_r2,expectimax_d3_expectimax_d2
1,expectimax_d3,expectimax_d2,A,10,3,7.1060737,0.7225996,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d3_expectimax_d2
2,expectimax_d3,expectimax_d2,A,12,3,9.1644375,0.9165961,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d3_expectimax_d2
0,expectimax_d3,greedy,B,6,11,9.0090901,0.0601215,8,8,8,8,corrected_reduced_board_default_goal10_r2,expectimax_d3_greedy
1,expectimax_d3,greedy,A,10,3,6.8352492,0.0371517,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d3_greedy
2,expectimax_d3,greedy,A,12,3,9.1704833,0.070291,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d3_greedy
0,expectimax_d3,mcts,A,12,7,8.2179401,1.2337596,9,8,9,8,corrected_reduced_board_default_goal10_r2,expectimax_d3_mcts
1,expectimax_d3,mcts,B,6,10,8.0288846,1.1556154,7,7,7,7,corrected_reduced_board_default_goal10_r2,expectimax_d3_mcts
2,expectimax_d3,mcts,A,10,0,7.326361,1.1455609,7,6,7,6,corrected_reduced_board_default_goal10_r2,expectimax_d3_mcts
0,expectimax_d3,random,A,10,0,4.4399006,1.48e-05,5,4,5,4,corrected_reduced_board_default_goal10_r2,expectimax_d3_random
1,expectimax_d3,random,A,11,0,4.124957,1.8e-05,6,5,6,5,corrected_reduced_board_default_goal10_r2,expectimax_d3_random
2,expectimax_d3,random,A,13,0,5.8726501,2.12e-05,7,6,7,6,corrected_reduced_board_default_goal10_r2,expectimax_d3_random
0,expectimax_d3,rule,B,0,10,4.5034395,0.0118548,5,5,5,5,corrected_reduced_board_default_goal10_r2,expectimax_d3_rule
1,expectimax_d3,rule,A,12,9,6.8809329,0.0192598,9,8,9,8,corrected_reduced_board_default_goal10_r2,expectimax_d3_rule
2,expectimax_d3,rule,A,12,4,6.7954984,0.0201771,8,7,8,7,corrected_reduced_board_default_goal10_r2,expectimax_d3_rule
0,greedy,expectimax_d2,B,0,10,0.0417356,0.6950327,6,6,6,6,corrected_reduced_board_default_goal10_r2,greedy_expectimax_d2
1,greedy,expectimax_d2,A,10,8,0.1238508,1.2766195,12,11,12,11,corrected_reduced_board_default_goal10_r2,greedy_expectimax_d2
2,greedy,expectimax_d2,A,10,0,0.0801824,0.8964414,7,6,7,6,corrected_reduced_board_default_goal10_r2,greedy_expectimax_d2
0,greedy,expectimax_d3,B,3,13,0.0488674,8.0053103,7,7,7,7,corrected_reduced_board_default_goal10_r2,greedy_expectimax_d3
1,greedy,expectimax_d3,A,12,8,0.0556486,8.0469185,9,8,9,8,corrected_reduced_board_default_goal10_r2,greedy_expectimax_d3
2,greedy,expectimax_d3,A,10,0,0.0911892,6.511348,7,6,7,6,corrected_reduced_board_default_goal10_r2,greedy_expectimax_d3
0,greedy,mcts,A,12,7,0.0619326,1.2992081,9,8,9,8,corrected_reduced_board_default_goal10_r2,greedy_mcts
1,greedy,mcts,B,6,10,0.0453474,1.1292756,7,7,7,7,corrected_reduced_board_default_goal10_r2,greedy_mcts
2,greedy,mcts,A,10,1,0.0745098,0.9834283,7,6,7,6,corrected_reduced_board_default_goal10_r2,greedy_mcts
0,greedy,random,A,10,0,0.0263436,1.09e-05,5,4,5,4,corrected_reduced_board_default_goal10_r2,greedy_random
1,greedy,random,A,12,0,0.0115951,1.09e-05,5,4,5,4,corrected_reduced_board_default_goal10_r2,greedy_random
2,greedy,random,A,11,3,0.0703799,2.21e-05,8,7,8,7,corrected_reduced_board_default_goal10_r2,greedy_random
0,greedy,rule,B,0,10,0.0276022,0.0132612,5,5,5,5,corrected_reduced_board_default_goal10_r2,greedy_rule
1,greedy,rule,A,12,9,0.0426992,0.026957,9,8,9,8,corrected_reduced_board_default_goal10_r2,greedy_rule
2,greedy,rule,A,12,4,0.0733531,0.0162682,8,7,8,7,corrected_reduced_board_default_goal10_r2,greedy_rule
0,mcts,expectimax_d2,A,13,8,1.7190537,1.012659,9,8,9,8,corrected_reduced_board_default_goal10_r2,mcts_expectimax_d2
1,mcts,expectimax_d2,B,7,12,1.7596855,1.0533216,9,9,9,9,corrected_reduced_board_default_goal10_r2,mcts_expectimax_d2
2,mcts,expectimax_d2,A,10,0,0.8459623,0.4523817,5,4,5,4,corrected_reduced_board_default_goal10_r2,mcts_expectimax_d2
0,mcts,expectimax_d3,B,7,12,1.367469,8.9765319,8,8,8,8,corrected_reduced_board_default_goal10_r2,mcts_expectimax_d3
1,mcts,expectimax_d3,A,11,9,1.4027403,8.304981,9,8,9,8,corrected_reduced_board_default_goal10_r2,mcts_expectimax_d3
2,mcts,expectimax_d3,B,6,10,1.0672246,6.4008736,7,7,7,7,corrected_reduced_board_default_goal10_r2,mcts_expectimax_d3
0,mcts,greedy,B,7,12,1.7354331,0.0601363,8,8,8,8,corrected_reduced_board_default_goal10_r2,mcts_greedy
1,mcts,greedy,A,12,9,1.5556121,0.0441369,9,8,9,8,corrected_reduced_board_default_goal10_r2,mcts_greedy
2,mcts,greedy,B,6,10,1.509118,0.0786168,7,7,7,7,corrected_reduced_board_default_goal10_r2,mcts_greedy
0,mcts,random,A,10,1,1.3017824,2.38e-05,8,7,9,8,corrected_reduced_board_default_goal10_r2,mcts_random
1,mcts,random,A,10,0,1.2365743,2.06e-05,7,6,7,6,corrected_reduced_board_default_goal10_r2,mcts_random
2,mcts,random,A,10,1,1.3511273,2.62e-05,8,7,8,7,corrected_reduced_board_default_goal10_r2,mcts_random
0,mcts,rule,A,10,7,1.3824094,0.0082012,7,6,7,6,corrected_reduced_board_default_goal10_r2,mcts_rule
1,mcts,rule,B,9,10,1.3190532,0.0187351,7,7,7,7,corrected_reduced_board_default_goal10_r2,mcts_rule
2,mcts,rule,A,11,8,1.3574967,0.0241991,8,7,8,7,corrected_reduced_board_default_goal10_r2,mcts_rule
0,random,expectimax_d2,B,0,11,2.4e-05,0.5915927,8,8,8,8,corrected_reduced_board_default_goal10_r2,random_expectimax_d2
1,random,expectimax_d2,B,1,11,1.37e-05,0.3563265,5,5,5,5,corrected_reduced_board_default_goal10_r2,random_expectimax_d2
2,random,expectimax_d2,B,0,10,1.79e-05,0.5278802,7,7,7,7,corrected_reduced_board_default_goal10_r2,random_expectimax_d2
0,random,expectimax_d3,B,0,11,2.03e-05,5.858856,8,8,8,8,corrected_reduced_board_default_goal10_r2,random_expectimax_d3
1,random,expectimax_d3,B,1,10,9.3e-06,1.9547081,4,4,4,4,corrected_reduced_board_default_goal10_r2,random_expectimax_d3
2,random,expectimax_d3,B,0,12,2.11e-05,5.6766927,8,8,8,8,corrected_reduced_board_default_goal10_r2,random_expectimax_d3
0,random,greedy,B,1,11,1.55e-05,0.0301485,6,6,6,6,corrected_reduced_board_default_goal10_r2,random_greedy
1,random,greedy,B,1,11,1.25e-05,0.0183556,5,5,5,5,corrected_reduced_board_default_goal10_r2,random_greedy
2,random,greedy,B,0,11,1.95e-05,0.0391341,7,7,7,7,corrected_reduced_board_default_goal10_r2,random_greedy
0,random,mcts,B,0,12,1.51e-05,0.7738782,6,6,6,6,corrected_reduced_board_default_goal10_r2,random_mcts
1,random,mcts,B,0,10,1.36e-05,0.9486108,6,6,6,6,corrected_reduced_board_default_goal10_r2,random_mcts
2,random,mcts,B,3,10,2.12e-05,1.3209321,10,10,10,10,corrected_reduced_board_default_goal10_r2,random_mcts
0,random,rule,B,5,10,3.24e-05,0.0340296,10,10,11,11,corrected_reduced_board_default_goal10_r2,random_rule
1,random,rule,B,1,13,1.37e-05,0.0112743,6,6,6,6,corrected_reduced_board_default_goal10_r2,random_rule
2,random,rule,B,3,10,1.33e-05,0.0140923,6,6,6,6,corrected_reduced_board_default_goal10_r2,random_rule
0,rule,expectimax_d2,B,7,10,0.0252229,0.906883,7,7,7,7,corrected_reduced_board_default_goal10_r2,rule_expectimax_d2
1,rule,expectimax_d2,A,10,2,0.0048346,0.2382015,5,4,5,4,corrected_reduced_board_default_goal10_r2,rule_expectimax_d2
2,rule,expectimax_d2,A,10,0,0.008053,0.4217644,5,4,5,4,corrected_reduced_board_default_goal10_r2,rule_expectimax_d2
0,rule,expectimax_d3,B,7,10,0.0220564,6.9457269,7,7,7,7,corrected_reduced_board_default_goal10_r2,rule_expectimax_d3
1,rule,expectimax_d3,A,10,2,0.004361,3.017545,5,4,5,4,corrected_reduced_board_default_goal10_r2,rule_expectimax_d3
2,rule,expectimax_d3,A,10,0,0.0094093,4.3291002,5,4,5,4,corrected_reduced_board_default_goal10_r2,rule_expectimax_d3
0,rule,greedy,B,5,12,0.0217169,0.0371555,7,7,7,7,corrected_reduced_board_default_goal10_r2,rule_greedy
1,rule,greedy,A,13,0,0.0013999,0.0069099,4,3,4,3,corrected_reduced_board_default_goal10_r2,rule_greedy
2,rule,greedy,A,10,0,0.0082507,0.0210151,5,4,5,4,corrected_reduced_board_default_goal10_r2,rule_greedy
0,rule,mcts,A,11,2,0.0257108,1.0286847,7,6,8,7,corrected_reduced_board_default_goal10_r2,rule_mcts
1,rule,mcts,A,10,7,0.0194211,0.8559773,7,6,7,6,corrected_reduced_board_default_goal10_r2,rule_mcts
2,rule,mcts,A,10,5,0.0224225,1.0217334,8,7,8,7,corrected_reduced_board_default_goal10_r2,rule_mcts
0,rule,random,A,11,0,0.0192112,1.12e-05,5,4,5,4,corrected_reduced_board_default_goal10_r2,rule_random
1,rule,random,A,12,1,0.0013885,5.5e-06,4,3,4,3,corrected_reduced_board_default_goal10_r2,rule_random
2,rule,random,A,10,0,0.0083054,8.7e-06,5,4,5,4,corrected_reduced_board_default_goal10_r2,rule_random
0,expectimax_d2,expectimax_d3,B,15,40,3.2120408,29.0651586,28,28,28,28,corrected_reduced_board_default_goal40_r2,expectimax_d2_expectimax_d3
1,expectimax_d2,expectimax_d3,A,42,20,3.2689737,32.7062303,31,30,31,30,corrected_reduced_board_default_goal40_r2,expectimax_d2_expectimax_d3
2,expectimax_d2,expectimax_d3,B,27,40,4.3649712,38.1846602,36,36,36,36,corrected_reduced_board_default_goal40_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,greedy,B,18,42,4.1155074,0.3341951,34,34,34,34,corrected_reduced_board_default_goal40_r2,expectimax_d2_greedy
1,expectimax_d2,greedy,A,41,11,2.3927507,0.2092468,28,27,28,27,corrected_reduced_board_default_goal40_r2,expectimax_d2_greedy
2,expectimax_d2,greedy,B,33,42,4.2756895,0.3868623,39,39,39,39,corrected_reduced_board_default_goal40_r2,expectimax_d2_greedy
0,expectimax_d2,mcts,A,42,38,4.1721543,7.4179883,43,42,43,42,corrected_reduced_board_default_goal40_r2,expectimax_d2_mcts
1,expectimax_d2,mcts,B,29,43,4.3026558,6.6177935,36,36,36,36,corrected_reduced_board_default_goal40_r2,expectimax_d2_mcts
2,expectimax_d2,mcts,B,15,43,3.2041892,5.2062974,30,30,30,30,corrected_reduced_board_default_goal40_r2,expectimax_d2_mcts
0,expectimax_d2,random,A,40,1,2.2620088,7.35e-05,22,21,22,21,corrected_reduced_board_default_goal40_r2,expectimax_d2_random
1,expectimax_d2,random,A,42,0,1.6849804,6.47e-05,20,19,20,19,corrected_reduced_board_default_goal40_r2,expectimax_d2_random
2,expectimax_d2,random,A,43,5,2.9619816,9.24e-05,28,27,28,27,corrected_reduced_board_default_goal40_r2,expectimax_d2_random
0,expectimax_d2,rule,B,9,40,2.32994,0.1341975,23,23,23,23,corrected_reduced_board_default_goal40_r2,expectimax_d2_rule
1,expectimax_d2,rule,B,24,40,3.5996523,0.146904,31,31,31,31,corrected_reduced_board_default_goal40_r2,expectimax_d2_rule
2,expectimax_d2,rule,B,16,40,2.8747776,0.1278809,28,28,28,28,corrected_reduced_board_default_goal40_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,B,20,40,36.4503751,4.2865962,32,32,32,32,corrected_reduced_board_default_goal40_r2,expectimax_d3_expectimax_d2
1,expectimax_d3,expectimax_d2,A,40,17,34.0514397,3.7025133,34,33,34,33,corrected_reduced_board_default_goal40_r2,expectimax_d3_expectimax_d2
2,expectimax_d3,expectimax_d2,A,42,39,37.1175782,4.2511057,42,41,42,41,corrected_reduced_board_default_goal40_r2,expectimax_d3_expectimax_d2
0,expectimax_d3,greedy,B,26,40,41.8812193,0.3210968,36,36,36,36,corrected_reduced_board_default_goal40_r2,expectimax_d3_greedy
1,expectimax_d3,greedy,A,40,6,27.3654535,0.2696771,28,27,28,27,corrected_reduced_board_default_goal40_r2,expectimax_d3_greedy
2,expectimax_d3,greedy,A,43,34,38.7289969,0.3643164,42,41,42,41,corrected_reduced_board_default_goal40_r2,expectimax_d3_greedy
0,expectimax_d3,mcts,B,26,41,27.1048376,5.5255637,32,32,32,32,corrected_reduced_board_default_goal40_r2,expectimax_d3_mcts
1,expectimax_d3,mcts,B,35,41,36.4661678,6.5393698,36,36,36,36,corrected_reduced_board_default_goal40_r2,expectimax_d3_mcts
2,expectimax_d3,mcts,A,40,25,29.640319,5.5083798,33,32,33,32,corrected_reduced_board_default_goal40_r2,expectimax_d3_mcts
0,expectimax_d3,random,A,42,2,21.7546625,8.47e-05,24,23,24,23,corrected_reduced_board_default_goal40_r2,expectimax_d3_random
1,expectimax_d3,random,A,42,1,20.8752991,7.51e-05,22,21,22,21,corrected_reduced_board_default_goal40_r2,expectimax_d3_random
