mode,pair,game,agent,opponent,seat,outcome,score,margin,decision_time_seconds,decisions,turns,milliseconds_per_decision
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_greedy,1,greedy,expectimax_d2,second,0.5,48,0,0.2494238,24,25,10.392658333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_greedy,2,expectimax_d2,greedy,first,1.0,57,12,2.778226,25,25,111.12904
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_greedy,2,greedy,expectimax_d2,second,0.0,45,-12,0.2479606,25,25,9.918424
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_mcts,0,expectimax_d2,mcts,first,0.0,32,-18,2.065666,22,25,93.89390909090908
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_mcts,0,mcts,expectimax_d2,second,1.0,50,18,3.2887788,22,25,149.48994545454545
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_mcts,1,expectimax_d2,mcts,first,1.0,52,4,2.2225602,23,25,96.63305217391306
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_mcts,1,mcts,expectimax_d2,second,0.0,48,-4,3.4952523,23,25,151.96749130434782
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_mcts,2,expectimax_d2,mcts,first,1.0,77,35,2.8780836,25,25,115.123344
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_mcts,2,mcts,expectimax_d2,second,0.0,42,-35,3.7457928,25,25,149.83171199999998
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_random,0,expectimax_d2,random,first,1.0,57,50,1.5875612,22,25,72.16187272727272
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_random,0,random,expectimax_d2,second,0.0,7,-50,6.31e-05,22,25,0.0028681818181818183
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_random,1,expectimax_d2,random,first,1.0,87,84,1.6313102,23,25,70.9265304347826
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_random,1,random,expectimax_d2,second,0.0,3,-84,6.46e-05,23,25,0.0028086956521739133
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_random,2,expectimax_d2,random,first,1.0,77,69,1.4412777,23,25,62.664247826086964
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_random,2,random,expectimax_d2,second,0.0,8,-69,7.84e-05,23,25,0.0034086956521739127
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_rule,0,expectimax_d2,rule,first,1.0,67,20,3.0033646,25,25,120.13458399999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_rule,0,rule,expectimax_d2,second,0.0,47,-20,0.1795982,25,25,7.183928000000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_rule,1,expectimax_d2,rule,first,1.0,70,35,2.3540722,24,25,98.08634166666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_rule,1,rule,expectimax_d2,second,0.0,35,-35,0.1194944,24,25,4.978933333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_rule,2,expectimax_d2,rule,first,1.0,57,9,2.8784126,25,25,115.13650399999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d2_rule,2,rule,expectimax_d2,second,0.0,48,-9,0.1291992,25,25,5.167967999999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_expectimax_d2,0,expectimax_d3,expectimax_d2,first,1.0,46,13,15.7634563,24,25,656.8106791666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_expectimax_d2,0,expectimax_d2,expectimax_d3,second,0.0,33,-13,1.8387696,24,25,76.61540000000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_expectimax_d2,1,expectimax_d3,expectimax_d2,first,0.5,48,0,22.5074101,24,25,937.8087541666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_expectimax_d2,1,expectimax_d2,expectimax_d3,second,0.5,48,0,2.5712402,24,25,107.13500833333335
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_expectimax_d2,2,expectimax_d3,expectimax_d2,first,0.0,30,-30,21.0581191,25,25,842.324764
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_expectimax_d2,2,expectimax_d2,expectimax_d3,second,1.0,60,30,2.6005574,25,25,104.02229600000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_greedy,0,expectimax_d3,greedy,first,1.0,45,2,19.6878823,25,25,787.5152919999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_greedy,0,greedy,expectimax_d3,second,0.0,43,-2,0.2233476,25,25,8.933904
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_greedy,1,expectimax_d3,greedy,first,0.5,48,0,22.6557368,24,25,943.9890333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_greedy,1,greedy,expectimax_d3,second,0.5,48,0,0.2317908,24,25,9.65795
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_greedy,2,expectimax_d3,greedy,first,0.0,34,-36,22.4896868,24,25,937.0702833333334
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_greedy,2,greedy,expectimax_d3,second,1.0,70,36,0.1905518,24,25,7.939658333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_mcts,0,expectimax_d3,mcts,first,1.0,43,5,16.3220402,23,25,709.6539217391304
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_mcts,0,mcts,expectimax_d3,second,0.0,38,-5,3.3523366,23,25,145.7537652173913
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_mcts,1,expectimax_d3,mcts,first,0.0,47,-12,20.0900921,24,25,837.0871708333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_mcts,1,mcts,expectimax_d3,second,1.0,59,12,3.5863502,24,25,149.43125833333332
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_mcts,2,expectimax_d3,mcts,first,1.0,58,25,14.5319511,23,25,631.8239608695652
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_mcts,2,mcts,expectimax_d3,second,0.0,33,-25,3.2831678,23,25,142.74642608695652
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_random,0,expectimax_d3,random,first,1.0,96,90,17.4186431,24,25,725.7767958333334
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_random,0,random,expectimax_d3,second,0.0,6,-90,7.99e-05,24,25,0.0033291666666666665
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_random,1,expectimax_d3,random,first,1.0,88,83,13.6334694,23,25,592.7595391304347
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_random,1,random,expectimax_d3,second,0.0,5,-83,6.42e-05,23,25,0.0027913043478260875
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_random,2,expectimax_d3,random,first,1.0,76,62,19.9646251,24,25,831.8593791666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_random,2,random,expectimax_d3,second,0.0,14,-62,8.34e-05,24,25,0.0034749999999999994
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_rule,0,expectimax_d3,rule,first,1.0,62,19,19.4893053,25,25,779.572212
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_rule,0,rule,expectimax_d3,second,0.0,43,-19,0.1235209,25,25,4.940836
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_rule,1,expectimax_d3,rule,first,1.0,70,42,23.9761995,24,25,999.0083125
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_rule,1,rule,expectimax_d3,second,0.0,28,-42,0.1401898,24,25,5.841241666666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_rule,2,expectimax_d3,rule,first,0.0,40,-20,26.4069485,24,25,1100.2895208333332
corrected_reduced_board_bottleneck_7x7_fixed_r2,expectimax_d3_rule,2,rule,expectimax_d3,second,1.0,60,20,0.1654242,24,25,6.892675
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d2,0,greedy,expectimax_d2,first,1.0,42,14,0.1804386,23,25,7.84515652173913
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d2,0,expectimax_d2,greedy,second,0.0,28,-14,2.2376513,23,25,97.28918695652173
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d2,1,greedy,expectimax_d2,first,0.0,36,-34,0.2454164,24,25,10.225683333333334
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d2,1,expectimax_d2,greedy,second,1.0,70,34,2.8916563,24,25,120.48567916666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d2,2,greedy,expectimax_d2,first,0.0,42,-10,0.2327786,25,25,9.311144
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d2,2,expectimax_d2,greedy,second,1.0,52,10,2.7563719,25,25,110.25487600000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3,0,greedy,expectimax_d3,first,0.0,36,-18,0.2189385,24,25,9.1224375
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3,0,expectimax_d3,greedy,second,1.0,54,18,21.2379267,24,25,884.9136125
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3,1,greedy,expectimax_d3,first,0.0,42,-9,0.2370484,24,25,9.877016666666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3,1,expectimax_d3,greedy,second,1.0,51,9,21.7128202,24,25,904.7008416666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3,2,greedy,expectimax_d3,first,0.0,50,-1,0.2258232,25,25,9.032928
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_expectimax_d3,2,expectimax_d3,greedy,second,1.0,51,1,20.490761,25,25,819.6304399999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts,0,greedy,mcts,first,0.0,36,-20,0.2345104,23,25,10.196104347826088
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts,0,mcts,greedy,second,1.0,56,20,3.4113836,23,25,148.32102608695652
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts,1,greedy,mcts,first,0.0,54,-12,0.2460501,24,25,10.2520875
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts,1,mcts,greedy,second,1.0,66,12,3.9986997,24,25,166.61248750000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts,2,greedy,mcts,first,1.0,54,21,0.1737471,25,25,6.949884
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_mcts,2,mcts,greedy,second,0.0,33,-21,3.7593613,25,25,150.374452
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_random,0,greedy,random,first,1.0,52,41,0.1217795,23,25,5.294760869565217
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_random,0,random,greedy,second,0.0,11,-41,5.19e-05,23,25,0.002256521739130435
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_random,1,greedy,random,first,1.0,87,84,0.1160451,23,25,5.045439130434783
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_random,1,random,greedy,second,0.0,3,-84,5.06e-05,23,25,0.0022
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_random,2,greedy,random,first,1.0,86,74,0.1452229,24,25,6.050954166666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_random,2,random,greedy,second,0.0,12,-74,8.03e-05,24,25,0.003345833333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_rule,0,greedy,rule,first,0.0,44,-21,0.2482432,25,25,9.929728
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_rule,0,rule,greedy,second,1.0,65,21,0.1941848,25,25,7.767392
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_rule,1,greedy,rule,first,1.0,73,36,0.3174191,24,25,13.225795833333335
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_rule,1,rule,greedy,second,0.0,37,-36,0.1954924,24,25,8.145516666666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_rule,2,greedy,rule,first,1.0,63,6,0.200602,25,25,8.02408
corrected_reduced_board_bottleneck_7x7_fixed_r2,greedy_rule,2,rule,greedy,second,0.0,57,-6,0.1436129,25,25,5.744516
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2,0,mcts,expectimax_d2,first,0.0,41,-8,3.525024,24,25,146.876
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2,0,expectimax_d2,mcts,second,1.0,49,8,2.1546321,24,25,89.77633750000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2,1,mcts,expectimax_d2,first,0.0,39,-12,3.51287,23,25,152.73347826086956
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2,1,expectimax_d2,mcts,second,1.0,51,12,2.354637,23,25,102.37552173913042
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2,2,mcts,expectimax_d2,first,1.0,62,32,3.8195591,25,25,152.78236400000003
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d2,2,expectimax_d2,mcts,second,0.0,30,-32,2.6995532,25,25,107.98212799999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3,0,mcts,expectimax_d3,first,0.0,47,-3,3.6904741,24,25,153.76975416666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3,0,expectimax_d3,mcts,second,1.0,50,3,16.2330861,24,25,676.3785875
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3,1,mcts,expectimax_d3,first,0.0,39,-12,4.1217598,24,25,171.7399916666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3,1,expectimax_d3,mcts,second,1.0,51,12,20.6086521,24,25,858.6938375
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3,2,mcts,expectimax_d3,first,1.0,72,39,3.9368696,25,25,157.474784
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_expectimax_d3,2,expectimax_d3,mcts,second,0.0,33,-39,22.0647426,25,25,882.5897039999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy,0,mcts,greedy,first,1.0,64,21,3.4539527,24,25,143.91469583333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy,0,greedy,mcts,second,0.0,43,-21,0.2088707,24,25,8.702945833333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy,1,mcts,greedy,first,0.5,46,0,3.5208324,23,25,153.07966956521742
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy,1,greedy,mcts,second,0.5,46,0,0.2424695,23,25,10.542152173913044
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy,2,mcts,greedy,first,1.0,50,4,3.6639114,25,25,146.556456
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_greedy,2,greedy,mcts,second,0.0,46,-4,0.2657385,25,25,10.629539999999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_random,0,mcts,random,first,1.0,63,53,3.1954276,23,25,138.93163478260868
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_random,0,random,mcts,second,0.0,10,-53,6.74e-05,23,25,0.0029304347826086957
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_random,1,mcts,random,first,1.0,54,36,3.2854591,23,25,142.84604782608696
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_random,1,random,mcts,second,0.0,18,-36,5.11e-05,23,25,0.0022217391304347827
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_random,2,mcts,random,first,1.0,42,21,3.3710115,24,25,140.4588125
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_random,2,random,mcts,second,0.0,21,-21,4.56e-05,24,25,0.0018999999999999998
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_rule,0,mcts,rule,first,1.0,69,24,3.7138466,25,25,148.553864
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_rule,0,rule,mcts,second,0.0,45,-24,0.1378413,25,25,5.5136519999999996
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_rule,1,mcts,rule,first,1.0,80,43,3.7583263,24,25,156.59692916666665
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_rule,1,rule,mcts,second,0.0,37,-43,0.1414404,24,25,5.893349999999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_rule,2,mcts,rule,first,1.0,74,38,3.6414452,25,25,145.65780800000002
corrected_reduced_board_bottleneck_7x7_fixed_r2,mcts_rule,2,rule,mcts,second,0.0,36,-38,0.0940576,25,25,3.7623040000000003
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2,0,random,expectimax_d2,first,0.0,3,-76,8.71e-05,23,25,0.0037869565217391304
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2,0,expectimax_d2,random,second,1.0,79,76,1.9746755,23,25,85.85545652173913
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2,1,random,expectimax_d2,first,0.0,4,-71,8.18e-05,23,25,0.003556521739130435
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2,1,expectimax_d2,random,second,1.0,75,71,1.7865653,23,25,77.67675217391304
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2,2,random,expectimax_d2,first,0.0,2,-84,0.0001005,23,25,0.004369565217391304
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d2,2,expectimax_d2,random,second,1.0,86,84,1.7734306,23,25,77.10567826086957
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3,0,random,expectimax_d3,first,0.0,6,-88,6.25e-05,24,25,0.0026041666666666665
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3,0,expectimax_d3,random,second,1.0,94,88,20.6834316,24,25,861.80965
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3,1,random,expectimax_d3,first,0.0,3,-75,6.32e-05,23,25,0.002747826086956522
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3,1,expectimax_d3,random,second,1.0,78,75,12.3352225,23,25,536.3140217391305
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3,2,random,expectimax_d3,first,0.0,6,-57,8.33e-05,25,25,0.003332
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_expectimax_d3,2,expectimax_d3,random,second,1.0,63,57,14.4871878,25,25,579.487512
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_greedy,0,random,greedy,first,0.0,9,-78,8.31e-05,24,25,0.0034625000000000003
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_greedy,0,greedy,random,second,1.0,87,78,0.1755733,24,25,7.315554166666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_greedy,1,random,greedy,first,0.0,6,-74,7.92e-05,24,25,0.0033000000000000004
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_greedy,1,greedy,random,second,1.0,80,74,0.1092298,24,25,4.551241666666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_greedy,2,random,greedy,first,0.0,17,-61,8.01e-05,24,25,0.0033374999999999998
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_greedy,2,greedy,random,second,1.0,78,61,0.140425,24,25,5.851041666666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_mcts,0,random,mcts,first,0.0,11,-51,9.59e-05,24,25,0.003995833333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_mcts,0,mcts,random,second,1.0,62,51,3.5956354,24,25,149.81814166666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_mcts,1,random,mcts,first,0.0,6,-59,7.6e-05,22,25,0.0034545454545454545
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_mcts,1,mcts,random,second,1.0,65,59,3.5111327,22,25,159.5969409090909
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_mcts,2,random,mcts,first,0.0,10,-60,6.81e-05,23,25,0.0029608695652173916
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_mcts,2,mcts,random,second,1.0,70,60,3.4955749,23,25,151.98151739130432
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_rule,0,random,rule,first,0.0,18,-69,6.96e-05,24,25,0.0029
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_rule,0,rule,random,second,1.0,87,69,0.1514685,24,25,6.3111875
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_rule,1,random,rule,first,0.0,3,-60,6.61e-05,21,25,0.003147619047619047
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_rule,1,rule,random,second,1.0,63,60,0.1050818,21,25,5.003895238095238
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_rule,2,random,rule,first,0.0,12,-57,8.34e-05,24,25,0.0034749999999999994
corrected_reduced_board_bottleneck_7x7_fixed_r2,random_rule,2,rule,random,second,1.0,69,57,0.0964551,24,25,4.0189625
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2,0,rule,expectimax_d2,first,0.0,38,-43,0.181024,25,25,7.24096
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2,0,expectimax_d2,rule,second,1.0,81,43,3.3300484,25,25,133.20193600000002
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2,1,rule,expectimax_d2,first,0.0,55,-2,0.1703269,25,25,6.813076
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2,1,expectimax_d2,rule,second,1.0,57,2,2.6124096,25,25,104.49638399999999
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2,2,rule,expectimax_d2,first,0.0,48,-27,0.1429589,25,25,5.718356
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d2,2,expectimax_d2,rule,second,1.0,75,27,2.9744859,25,25,118.979436
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3,0,rule,expectimax_d3,first,0.0,52,-4,0.1675323,25,25,6.701292
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3,0,expectimax_d3,rule,second,1.0,56,4,24.1391823,25,25,965.5672920000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3,1,rule,expectimax_d3,first,1.0,61,13,0.1436564,25,25,5.746256
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3,1,expectimax_d3,rule,second,0.0,48,-13,23.5765488,25,25,943.061952
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3,2,rule,expectimax_d3,first,1.0,65,3,0.1536582,25,25,6.146328
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_expectimax_d3,2,expectimax_d3,rule,second,0.0,62,-3,22.1494093,25,25,885.976372
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_greedy,0,rule,greedy,first,0.0,33,-46,0.1977781,25,25,7.911124000000001
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_greedy,0,greedy,rule,second,1.0,79,46,0.2502612,25,25,10.010448000000002
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_greedy,1,rule,greedy,first,0.0,45,-39,0.2726799,24,25,11.3616625
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_greedy,1,greedy,rule,second,1.0,84,39,0.3719114,24,25,15.496308333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_greedy,2,rule,greedy,first,0.0,43,-30,0.12966,24,25,5.4025
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_greedy,2,greedy,rule,second,1.0,73,30,0.1969941,24,25,8.2080875
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_mcts,0,rule,mcts,first,1.0,67,31,0.1309543,24,25,5.456429166666666
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_mcts,0,mcts,rule,second,0.0,36,-31,3.4785438,24,25,144.93932500000003
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_mcts,1,rule,mcts,first,0.0,32,-53,0.1150719,25,25,4.602876
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_mcts,1,mcts,rule,second,1.0,85,53,3.9928132,25,25,159.712528
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_mcts,2,rule,mcts,first,0.0,45,-19,0.088366,24,25,3.6819166666666665
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_mcts,2,mcts,rule,second,1.0,64,19,3.5806907,24,25,149.19544583333334
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_random,0,rule,random,first,1.0,94,85,0.1441545,24,25,6.0064375
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_random,0,random,rule,second,0.0,9,-85,6.56e-05,24,25,0.002733333333333333
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_random,1,rule,random,first,1.0,97,85,0.0971149,25,25,3.884596
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_random,1,random,rule,second,0.0,12,-85,5.76e-05,25,25,0.002304
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_random,2,rule,random,first,1.0,69,51,0.1031851,24,25,4.299379166666667
corrected_reduced_board_bottleneck_7x7_fixed_r2,rule_random,2,random,rule,second,0.0,18,-51,6.75e-05,24,25,0.0028125000000000003
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_expectimax_d3,0,expectimax_d2,expectimax_d3,first,0.0,6,-6,0.8731158,9,10,97.01286666666667
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_expectimax_d3,0,expectimax_d3,expectimax_d2,second,1.0,12,6,8.7544505,9,10,972.7167222222223
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_expectimax_d3,1,expectimax_d2,expectimax_d3,first,1.0,12,6,0.4564381,6,7,76.07301666666667
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_expectimax_d3,1,expectimax_d3,expectimax_d2,second,0.0,6,-6,4.2703238,5,6,854.06476
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_expectimax_d3,2,expectimax_d2,expectimax_d3,first,1.0,15,12,0.7267571,8,8,90.8446375
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_expectimax_d3,2,expectimax_d3,expectimax_d2,second,0.0,3,-12,4.9554231,7,7,707.9175857142857
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_greedy,0,expectimax_d2,greedy,first,0.0,9,-3,0.9494812,9,10,105.49791111111112
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_greedy,0,greedy,expectimax_d2,second,1.0,12,3,0.0924814,9,10,10.275711111111113
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_greedy,1,expectimax_d2,greedy,first,1.0,12,6,0.4609367,6,7,76.82278333333333
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_greedy,1,greedy,expectimax_d2,second,0.0,6,-6,0.0292615,5,6,5.8523
corrected_reduced_board_bottleneck_7x7_goal10_r2,expectimax_d2_greedy,2,expectimax_d2,greedy,first,1.0,12,9,0.8027605,7,7,114.68007142857142
