agent,games,win_points_rate,mean_margin,mean_score,total_decision_time,total_decisions,mean_turns,milliseconds_per_decision
expectimax_d2,360,0.5680555555555555,6.772222222222222,30.16111111111111,746.320429,6731,19.072222222222223,110.87809077403061
expectimax_d3,360,0.6361111111111111,8.369444444444444,31.375,6474.4268309,6770,19.15,956.3407431166912
greedy,360,0.5097222222222222,5.302777777777778,29.627777777777776,63.470692,6738,19.03611111111111,9.419811813594539
mcts,360,0.6236111111111111,6.355555555555555,29.883333333333333,1126.8256064,6750,19.227777777777778,166.93712687407407
random,360,0.002777777777777778,-37.105555555555554,4.441666666666666,0.0212151,6278,18.041666666666668,0.003379276839757885
rule,360,0.6597222222222222,10.305555555555555,33.477777777777774,31.0957478,6536,18.430555555555557,4.75761135250918
