mode,agent,card
corrected_reduced_board_default_goal40_r2,random,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,random,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,random,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,random,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,random,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,random,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,random,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,random,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,random,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,random,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,random,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,random,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,random,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,random,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,random,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,random,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,random,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,random,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,random,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,random,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,random,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,random,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,random,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,random,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,random,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,rule,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,expectimax_d2,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d2,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d2,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,greedy,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,greedy,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,greedy,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,greedy,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,greedy,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,greedy,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,greedy,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,greedy,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,greedy,swap
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,greedy,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,capture
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,greedy,capture
corrected_reduced_board_default_goal40_r2,expectimax_d3,swap
corrected_reduced_board_default_goal40_r2,greedy,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move2
corrected_reduced_board_default_goal40_r2,greedy,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,mobilize
corrected_reduced_board_default_goal40_r2,greedy,move1
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,mobilize
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
corrected_reduced_board_default_goal40_r2,greedy,move2
corrected_reduced_board_default_goal40_r2,expectimax_d3,move1
