game,agent_a,agent_b,winner,score_a,score_b,decision_time_a_seconds,decision_time_b_seconds,decisions_a,decisions_b,turns_a,turns_b,mode,pair
0,expectimax_d3,expectimax_d4,B,15,20,7.5025841,66.0985984,13,13,14,14,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d3_expectimax_d4
0,expectimax_d3,rule,A,21,15,6.8788952,0.0262761,12,11,12,11,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d3_rule
0,expectimax_d4,expectimax_d2,B,15,21,78.2261218,0.8812172,13,13,14,14,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d4_expectimax_d2
0,expectimax_d4,expectimax_d3,A,22,18,73.1365194,10.4487574,13,12,14,13,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d4_expectimax_d3
0,expectimax_d4,rule,A,22,8,74.2581545,0.0290849,11,10,11,10,corrected_reduced_depth_bottleneck_7x7_goal20_r2,expectimax_d4_rule
0,rule,expectimax_d2,B,15,22,0.0383598,1.0228218,11,11,11,11,corrected_reduced_depth_bottleneck_7x7_goal20_r2,rule_expectimax_d2
0,rule,expectimax_d3,A,21,18,0.061588,7.7027613,12,11,12,11,corrected_reduced_depth_bottleneck_7x7_goal20_r2,rule_expectimax_d3
0,rule,expectimax_d4,B,15,22,0.0423991,65.1303772,11,11,11,11,corrected_reduced_depth_bottleneck_7x7_goal20_r2,rule_expectimax_d4
0,expectimax_d2,expectimax_d3,A,22,7,0.998969,7.499328,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d2_expectimax_d3
0,expectimax_d2,expectimax_d4,A,22,7,1.0599228,79.9023629,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d2_expectimax_d4
0,expectimax_d2,rule,A,20,6,0.9940788,0.0153072,5,4,5,4,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d2_rule
0,expectimax_d3,expectimax_d2,A,22,7,10.6024367,1.1714197,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d3_expectimax_d2
0,expectimax_d3,expectimax_d4,A,22,7,9.3494103,77.8177744,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d3_expectimax_d4
0,expectimax_d3,rule,A,20,6,8.859157,0.0169238,5,4,5,4,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d3_rule
0,expectimax_d4,expectimax_d2,A,22,7,68.8166505,1.084818,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d4_expectimax_d2
0,expectimax_d4,expectimax_d3,A,22,7,68.9787151,8.2664307,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d4_expectimax_d3
0,expectimax_d4,rule,A,20,6,64.9535315,0.0161122,5,4,5,4,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,expectimax_d4_rule
0,rule,expectimax_d2,A,22,7,0.031083,1.0285934,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,rule_expectimax_d2
0,rule,expectimax_d3,A,22,7,0.0307677,7.4553679,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,rule_expectimax_d3
0,rule,expectimax_d4,A,22,7,0.039706,73.3886124,6,5,6,5,corrected_reduced_depth_inner_ring_center_7x7_goal20_r2,rule_expectimax_d4
